No.,Time,Source,Destination,Protocol,Length,SrcPort,DstPort,Flags,Seq,Ack,Win,Len,MSS,Direction,TransID,UnitID,FuncCode,FuncDesc,Other Protocol Details
1612,90.03323,192.168.1.100,192.168.1.103,TCP,54,3384,502,"FIN, ACK",13,11,64230,0,,,,,,,
1613,90.033332,192.168.1.103,192.168.1.100,TCP,54,502,3384,ACK,11,14,64228,0,,,,,,,
1614,90.033483,192.168.1.103,192.168.1.100,TCP,54,502,3384,"FIN, ACK",11,14,64228,0,,,,,,,
1615,90.033538,192.168.1.100,192.168.1.103,TCP,54,3384,502,ACK,14,12,64230,0,,,,,,,
1616,90.033868,192.168.1.100,192.168.1.103,TCP,62,3386,502,SYN,0,,64240,0,1460,,,,,,
1617,90.033947,192.168.1.103,192.168.1.100,TCP,62,502,3386,"SYN, ACK",0,1,64240,0,1460,,,,,,
1618,90.034203,192.168.1.100,192.168.1.104,TCP,54,3379,502,"FIN, ACK",13,18,64223,0,,,,,,,
1619,90.034264,192.168.1.100,192.168.1.103,TCP,54,3386,502,ACK,1,1,64240,0,,,,,,,
1620,90.034306,192.168.1.104,192.168.1.100,TCP,54,502,3379,ACK,18,14,64228,0,,,,,,,
1621,90.034466,192.168.1.104,192.168.1.100,TCP,54,502,3379,"FIN, ACK",18,14,64228,0,,,,,,,
1622,90.034519,192.168.1.100,192.168.1.104,TCP,54,3379,502,ACK,14,19,64223,0,,,,,,,
1623,90.034656,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2609,1,1,Read Coils,
1624,90.035118,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2609,1,1,Read Coils,
1625,90.035149,192.168.1.100,192.168.1.104,TCP,62,3387,502,SYN,0,,64240,0,1460,,,,,,
1626,90.035231,192.168.1.104,192.168.1.100,TCP,62,502,3387,"SYN, ACK",0,1,64240,0,1460,,,,,,
1627,90.035292,192.168.1.100,192.168.1.104,TCP,54,3387,502,ACK,1,1,64240,0,,,,,,,
1628,90.035537,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2625,1,2,Read Discrete Inputs,
1629,90.035974,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2625,1,2,Read Discrete Inputs,
1630,90.0363,192.168.1.100,192.168.1.106,TCP,54,3385,502,"FIN, ACK",13,11,64230,0,,,,,,,
1631,90.0364,192.168.1.106,192.168.1.100,TCP,54,502,3385,ACK,11,14,64228,0,,,,,,,
1632,90.036543,192.168.1.106,192.168.1.100,TCP,54,502,3385,"FIN, ACK",11,14,64228,0,,,,,,,
1633,90.036608,192.168.1.100,192.168.1.106,TCP,54,3385,502,ACK,14,12,64230,0,,,,,,,
1634,90.036866,192.168.1.100,192.168.1.101,TCP,54,3383,502,"FIN, ACK",13,11,64230,0,,,,,,,
1635,90.036987,192.168.1.101,192.168.1.100,TCP,54,502,3383,ACK,11,14,64228,0,,,,,,,
1636,90.037175,192.168.1.101,192.168.1.100,TCP,54,502,3383,"FIN, ACK",11,14,64228,0,,,,,,,
1637,90.037228,192.168.1.100,192.168.1.101,TCP,54,3383,502,ACK,14,12,64230,0,,,,,,,
1638,90.037439,192.168.1.100,192.168.1.103,TCP,54,3386,502,"FIN, ACK",13,11,64230,0,,,,,,,
1639,90.037537,192.168.1.103,192.168.1.100,TCP,54,502,3386,ACK,11,14,64228,0,,,,,,,
1640,90.037676,192.168.1.103,192.168.1.100,TCP,54,502,3386,"FIN, ACK",11,14,64228,0,,,,,,,
1641,90.037779,192.168.1.100,192.168.1.103,TCP,54,3386,502,ACK,14,12,64230,0,,,,,,,
1642,90.039882,192.168.1.100,192.168.1.104,TCP,54,3387,502,"FIN, ACK",13,11,64230,0,,,,,,,
1643,90.039983,192.168.1.104,192.168.1.100,TCP,54,502,3387,ACK,11,14,64228,0,,,,,,,
1644,90.040146,192.168.1.104,192.168.1.100,TCP,54,502,3387,"FIN, ACK",11,14,64228,0,,,,,,,
1645,90.040202,192.168.1.100,192.168.1.104,TCP,54,3387,502,ACK,14,12,64230,0,,,,,,,
1646,90.040576,192.168.1.100,192.168.1.104,TCP,62,3388,502,SYN,0,,64240,0,1460,,,,,,
1647,90.040657,192.168.1.104,192.168.1.100,TCP,62,502,3388,"SYN, ACK",0,1,64240,0,1460,,,,,,
1648,90.041081,192.168.1.100,192.168.1.104,TCP,54,3388,502,ACK,1,1,64240,0,,,,,,,
1649,90.041344,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2626,1,1,Read Coils,
1650,90.041772,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2626,1,1,Read Coils,
1651,90.093335,192.168.1.100,192.168.1.104,TCP,54,3388,502,"FIN, ACK",13,11,64230,0,,,,,,,
1652,90.093434,192.168.1.104,192.168.1.100,TCP,54,502,3388,ACK,11,14,64228,0,,,,,,,
1653,90.093652,192.168.1.104,192.168.1.100,TCP,54,502,3388,"FIN, ACK",11,14,64228,0,,,,,,,
1654,90.093708,192.168.1.100,192.168.1.104,TCP,54,3388,502,ACK,14,12,64230,0,,,,,,,
1655,99.999224,192.168.1.100,192.168.1.104,TCP,62,3389,502,SYN,0,,64240,0,1460,,,,,,
1656,99.99939,192.168.1.104,192.168.1.100,TCP,62,502,3389,"SYN, ACK",0,1,64240,0,1460,,,,,,
1657,99.999569,192.168.1.100,192.168.1.104,TCP,54,3389,502,ACK,1,1,64240,0,,,,,,,
1658,100.000113,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2627,1,3,Read Holding Registers,
1659,100.000854,192.168.1.100,192.168.1.102,TCP,62,3390,502,SYN,0,,64240,0,1460,,,,,,
1660,100.000987,192.168.1.104,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2627,1,3,Read Holding Registers,
1661,100.001027,192.168.1.102,192.168.1.100,TCP,62,502,3390,"SYN, ACK",0,1,64240,0,1460,,,,,,
1662,100.001158,192.168.1.100,192.168.1.102,TCP,54,3390,502,ACK,1,1,64240,0,,,,,,,
1663,100.001683,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2623,1,3,Read Holding Registers,
1664,100.002595,192.168.1.102,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2623,1,3,Read Holding Registers,
1665,100.00297,192.168.1.100,192.168.1.104,TCP,54,3389,502,"FIN, ACK",13,18,64223,0,,,,,,,
1666,100.003134,192.168.1.104,192.168.1.100,TCP,54,502,3389,ACK,18,14,64228,0,,,,,,,
1667,100.003413,192.168.1.104,192.168.1.100,TCP,54,502,3389,"FIN, ACK",18,14,64228,0,,,,,,,
1668,100.003525,192.168.1.100,192.168.1.104,TCP,54,3389,502,ACK,14,19,64223,0,,,,,,,
1669,100.004508,192.168.1.100,192.168.1.102,TCP,54,3390,502,"FIN, ACK",13,18,64223,0,,,,,,,
1670,100.004671,192.168.1.102,192.168.1.100,TCP,54,502,3390,ACK,18,14,64228,0,,,,,,,
1671,100.004927,192.168.1.102,192.168.1.100,TCP,54,502,3390,"FIN, ACK",18,14,64228,0,,,,,,,
1672,100.005042,192.168.1.100,192.168.1.102,TCP,54,3390,502,ACK,14,19,64223,0,,,,,,,
1673,100.005613,192.168.1.100,192.168.1.103,TCP,62,3392,502,SYN,0,,64240,0,1460,,,,,,
1674,100.005772,192.168.1.103,192.168.1.100,TCP,62,502,3392,"SYN, ACK",0,1,64240,0,1460,,,,,,
1675,100.005882,192.168.1.100,192.168.1.103,TCP,54,3392,502,ACK,1,1,64240,0,,,,,,,
1676,100.006358,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2610,1,3,Read Holding Registers,
1677,100.006663,192.168.1.100,192.168.1.101,TCP,62,3393,502,SYN,0,,64240,0,1460,,,,,,
1678,100.006839,192.168.1.101,192.168.1.100,TCP,62,502,3393,"SYN, ACK",0,1,64240,0,1460,,,,,,
1679,100.006945,192.168.1.100,192.168.1.101,TCP,54,3393,502,ACK,1,1,64240,0,,,,,,,
1680,100.007239,192.168.1.103,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2610,1,3,Read Holding Registers,
1681,100.007655,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2596,1,3,Read Holding Registers,
1682,100.00802,192.168.1.100,192.168.1.104,TCP,62,3394,502,SYN,0,,64240,0,1460,,,,,,
1683,100.008156,192.168.1.104,192.168.1.100,TCP,62,502,3394,"SYN, ACK",0,1,64240,0,1460,,,,,,
1684,100.008262,192.168.1.100,192.168.1.104,TCP,54,3394,502,ACK,1,1,64240,0,,,,,,,
1685,100.008572,192.168.1.101,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2596,1,3,Read Holding Registers,
1686,100.008741,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2628,1,2,Read Discrete Inputs,
1687,100.009138,192.168.1.100,192.168.1.105,TCP,62,3395,502,SYN,0,,64240,0,1460,,,,,,
1688,100.009309,192.168.1.105,192.168.1.100,TCP,62,502,3395,"SYN, ACK",0,1,64240,0,1460,,,,,,
1689,100.00944,192.168.1.100,192.168.1.105,TCP,54,3395,502,ACK,1,1,64240,0,,,,,,,
1690,100.009542,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2628,1,2,Read Discrete Inputs,
1691,100.009976,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2578,1,3,Read Holding Registers,
1692,100.010303,192.168.1.100,192.168.1.102,TCP,62,3396,502,SYN,0,,64240,0,1460,,,,,,
1693,100.010457,192.168.1.102,192.168.1.100,TCP,62,502,3396,"SYN, ACK",0,1,64240,0,1460,,,,,,
1694,100.010732,192.168.1.100,192.168.1.106,TCP,62,3391,502,SYN,0,,64240,0,1460,,,,,,
1695,100.010841,192.168.1.100,192.168.1.102,TCP,54,3396,502,ACK,1,1,64240,0,,,,,,,
1696,100.010851,192.168.1.105,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2578,1,3,Read Holding Registers,
1697,100.010903,192.168.1.106,192.168.1.100,TCP,62,502,3391,"SYN, ACK",0,1,64240,0,1460,,,,,,
1698,100.011024,192.168.1.100,192.168.1.106,TCP,54,3391,502,ACK,1,1,64240,0,,,,,,,
1699,100.011502,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2624,1,2,Read Discrete Inputs,
1700,100.012098,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2624,1,3,Read Holding Registers,
1701,100.012282,192.168.1.102,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2624,1,2,Read Discrete Inputs,
1702,100.012564,192.168.1.100,192.168.1.103,TCP,54,3392,502,"FIN, ACK",13,18,64223,0,,,,,,,
1703,100.012735,192.168.1.103,192.168.1.100,TCP,54,502,3392,ACK,18,14,64228,0,,,,,,,
1704,100.012959,192.168.1.106,192.168.1.100,Modbus/TCP,71,,,,,,,,,Response:,2624,1,3,Read Holding Registers,
1705,100.013007,192.168.1.103,192.168.1.100,TCP,54,502,3392,"FIN, ACK",18,14,64228,0,,,,,,,
1706,100.013372,192.168.1.100,192.168.1.103,TCP,62,3397,502,SYN,0,,64240,0,1460,,,,,,
1707,100.013485,192.168.1.100,192.168.1.103,TCP,54,3392,502,ACK,14,19,64223,0,,,,,,,
1708,100.013507,192.168.1.103,192.168.1.100,TCP,62,502,3397,"SYN, ACK",0,1,64240,0,1460,,,,,,
1709,100.013662,192.168.1.100,192.168.1.103,TCP,54,3397,502,ACK,1,1,64240,0,,,,,,,
1710,100.01437,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2611,1,2,Read Discrete Inputs,
1711,100.015012,192.168.1.100,192.168.1.101,TCP,54,3393,502,"FIN, ACK",13,18,64223,0,,,,,,,
1712,100.015164,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2611,1,2,Read Discrete Inputs,
1713,100.015182,192.168.1.101,192.168.1.100,TCP,54,502,3393,ACK,18,14,64228,0,,,,,,,
1714,100.015481,192.168.1.101,192.168.1.100,TCP,54,502,3393,"FIN, ACK",18,14,64228,0,,,,,,,
1715,100.015593,192.168.1.100,192.168.1.101,TCP,54,3393,502,ACK,14,19,64223,0,,,,,,,
1716,100.016171,192.168.1.100,192.168.1.101,TCP,62,3398,502,SYN,0,,64240,0,1460,,,,,,
1717,100.016306,192.168.1.101,192.168.1.100,TCP,62,502,3398,"SYN, ACK",0,1,64240,0,1460,,,,,,
1718,100.016436,192.168.1.100,192.168.1.101,TCP,54,3398,502,ACK,1,1,64240,0,,,,,,,
1719,100.016877,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2597,1,2,Read Discrete Inputs,
1720,100.017472,192.168.1.100,192.168.1.104,TCP,54,3394,502,"FIN, ACK",13,11,64230,0,,,,,,,
1721,100.017641,192.168.1.104,192.168.1.100,TCP,54,502,3394,ACK,11,14,64228,0,,,,,,,
1722,100.017683,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2597,1,2,Read Discrete Inputs,
1723,100.017912,192.168.1.104,192.168.1.100,TCP,54,502,3394,"FIN, ACK",11,14,64228,0,,,,,,,
1724,100.018037,192.168.1.100,192.168.1.104,TCP,54,3394,502,ACK,14,12,64230,0,,,,,,,
1725,100.01864,192.168.1.100,192.168.1.104,TCP,62,3399,502,SYN,0,,64240,0,1460,,,,,,
1726,100.018771,192.168.1.104,192.168.1.100,TCP,62,502,3399,"SYN, ACK",0,1,64240,0,1460,,,,,,
1727,100.018884,192.168.1.100,192.168.1.104,TCP,54,3399,502,ACK,1,1,64240,0,,,,,,,
1728,100.019325,192.168.1.100,192.168.1.104,Modbus/TCP,66,,,,,,,,,Query:,2629,1,1,Read Coils,
1729,100.019935,192.168.1.100,192.168.1.105,TCP,54,3395,502,"FIN, ACK",13,18,64223,0,,,,,,,
1730,100.020104,192.168.1.105,192.168.1.100,TCP,54,502,3395,ACK,18,14,64228,0,,,,,,,
1731,100.020129,192.168.1.104,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2629,1,1,Read Coils,
1732,100.020377,192.168.1.105,192.168.1.100,TCP,54,502,3395,"FIN, ACK",18,14,64228,0,,,,,,,
1733,100.020501,192.168.1.100,192.168.1.105,TCP,54,3395,502,ACK,14,19,64223,0,,,,,,,
1734,100.021086,192.168.1.100,192.168.1.105,TCP,62,3400,502,SYN,0,,64240,0,1460,,,,,,
1735,100.021217,192.168.1.105,192.168.1.100,TCP,62,502,3400,"SYN, ACK",0,1,64240,0,1460,,,,,,
1736,100.021329,192.168.1.100,192.168.1.105,TCP,54,3400,502,ACK,1,1,64240,0,,,,,,,
1737,100.021794,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2579,1,2,Read Discrete Inputs,
1738,100.022365,192.168.1.100,192.168.1.102,TCP,54,3396,502,"FIN, ACK",13,11,64230,0,,,,,,,
1739,100.022514,192.168.1.102,192.168.1.100,TCP,54,502,3396,ACK,11,14,64228,0,,,,,,,
1740,100.022662,192.168.1.102,192.168.1.100,TCP,54,502,3396,"FIN, ACK",11,14,64228,0,,,,,,,
1741,100.022765,192.168.1.100,192.168.1.102,TCP,62,3401,502,SYN,0,,64240,0,1460,,,,,,
1742,100.022812,192.168.1.100,192.168.1.102,TCP,54,3396,502,ACK,14,12,64230,0,,,,,,,
1743,100.022859,192.168.1.102,192.168.1.100,TCP,62,502,3401,"SYN, ACK",0,1,64240,0,1460,,,,,,
1744,100.022909,192.168.1.100,192.168.1.102,TCP,54,3401,502,ACK,1,1,64240,0,,,,,,,
1745,100.023075,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2579,1,2,Read Discrete Inputs,
1746,100.023297,192.168.1.100,192.168.1.102,Modbus/TCP,66,,,,,,,,,Query:,2625,1,1,Read Coils,
1747,100.023622,192.168.1.100,192.168.1.106,TCP,54,3391,502,"FIN, ACK",13,18,64223,0,,,,,,,
1748,100.023715,192.168.1.102,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2625,1,1,Read Coils,
1749,100.023726,192.168.1.106,192.168.1.100,TCP,54,502,3391,ACK,18,14,64228,0,,,,,,,
1750,100.023879,192.168.1.106,192.168.1.100,TCP,54,502,3391,"FIN, ACK",18,14,64228,0,,,,,,,
1751,100.023926,192.168.1.100,192.168.1.106,TCP,54,3391,502,ACK,14,19,64223,0,,,,,,,
1752,100.02417,192.168.1.100,192.168.1.106,TCP,62,3402,502,SYN,0,,64240,0,1460,,,,,,
1753,100.024246,192.168.1.106,192.168.1.100,TCP,62,502,3402,"SYN, ACK",0,1,64240,0,1460,,,,,,
1754,100.024303,192.168.1.100,192.168.1.106,TCP,54,3402,502,ACK,1,1,64240,0,,,,,,,
1755,100.024553,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2625,1,2,Read Discrete Inputs,
1756,100.024911,192.168.1.100,192.168.1.103,TCP,54,3397,502,"FIN, ACK",13,11,64230,0,,,,,,,
1757,100.024942,192.168.1.106,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2625,1,2,Read Discrete Inputs,
1758,100.025018,192.168.1.103,192.168.1.100,TCP,54,502,3397,ACK,11,14,64228,0,,,,,,,
1759,100.025172,192.168.1.103,192.168.1.100,TCP,54,502,3397,"FIN, ACK",11,14,64228,0,,,,,,,
1760,100.025222,192.168.1.100,192.168.1.103,TCP,54,3397,502,ACK,14,12,64230,0,,,,,,,
1761,100.025472,192.168.1.100,192.168.1.103,TCP,62,3403,502,SYN,0,,64240,0,1460,,,,,,
1762,100.025546,192.168.1.103,192.168.1.100,TCP,62,502,3403,"SYN, ACK",0,1,64240,0,1460,,,,,,
1763,100.025602,192.168.1.100,192.168.1.103,TCP,54,3403,502,ACK,1,1,64240,0,,,,,,,
1764,100.025818,192.168.1.100,192.168.1.103,Modbus/TCP,66,,,,,,,,,Query:,2612,1,1,Read Coils,
1765,100.025999,192.168.1.100,192.168.1.101,TCP,54,3398,502,"FIN, ACK",13,11,64230,0,,,,,,,
1766,100.026105,192.168.1.101,192.168.1.100,TCP,54,502,3398,ACK,11,14,64228,0,,,,,,,
1767,100.026224,192.168.1.103,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2612,1,1,Read Coils,
1768,100.026254,192.168.1.101,192.168.1.100,TCP,54,502,3398,"FIN, ACK",11,14,64228,0,,,,,,,
1769,100.026313,192.168.1.100,192.168.1.101,TCP,54,3398,502,ACK,14,12,64230,0,,,,,,,
1770,100.026549,192.168.1.100,192.168.1.101,TCP,62,3404,502,SYN,0,,64240,0,1460,,,,,,
1771,100.026625,192.168.1.101,192.168.1.100,TCP,62,502,3404,"SYN, ACK",0,1,64240,0,1460,,,,,,
1772,100.026683,192.168.1.100,192.168.1.101,TCP,54,3404,502,ACK,1,1,64240,0,,,,,,,
1773,100.026919,192.168.1.100,192.168.1.101,Modbus/TCP,66,,,,,,,,,Query:,2598,1,1,Read Coils,
1774,100.027164,192.168.1.100,192.168.1.104,TCP,54,3399,502,"FIN, ACK",13,11,64230,0,,,,,,,
1775,100.027269,192.168.1.104,192.168.1.100,TCP,54,502,3399,ACK,11,14,64228,0,,,,,,,
1776,100.0273,192.168.1.101,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2598,1,1,Read Coils,
1777,100.027436,192.168.1.104,192.168.1.100,TCP,54,502,3399,"FIN, ACK",11,14,64228,0,,,,,,,
1778,100.027484,192.168.1.100,192.168.1.104,TCP,54,3399,502,ACK,14,12,64230,0,,,,,,,
1779,100.027779,192.168.1.100,192.168.1.105,TCP,54,3400,502,"FIN, ACK",13,11,64230,0,,,,,,,
1780,100.027876,192.168.1.105,192.168.1.100,TCP,54,502,3400,ACK,11,14,64228,0,,,,,,,
1781,100.028018,192.168.1.105,192.168.1.100,TCP,54,502,3400,"FIN, ACK",11,14,64228,0,,,,,,,
1782,100.028108,192.168.1.100,192.168.1.105,TCP,62,3405,502,SYN,0,,64240,0,1460,,,,,,
1783,100.028155,192.168.1.100,192.168.1.105,TCP,54,3400,502,ACK,14,12,64230,0,,,,,,,
1784,100.0282,192.168.1.105,192.168.1.100,TCP,62,502,3405,"SYN, ACK",0,1,64240,0,1460,,,,,,
1785,100.028248,192.168.1.100,192.168.1.105,TCP,54,3405,502,ACK,1,1,64240,0,,,,,,,
1786,100.028602,192.168.1.100,192.168.1.105,Modbus/TCP,66,,,,,,,,,Query:,2580,1,1,Read Coils,
1787,100.028903,192.168.1.100,192.168.1.102,TCP,54,3401,502,"FIN, ACK",13,11,64230,0,,,,,,,
1788,100.029004,192.168.1.105,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2580,1,1,Read Coils,
1789,100.029008,192.168.1.102,192.168.1.100,TCP,54,502,3401,ACK,11,14,64228,0,,,,,,,
1790,100.029155,192.168.1.102,192.168.1.100,TCP,54,502,3401,"FIN, ACK",11,14,64228,0,,,,,,,
1791,100.029287,192.168.1.100,192.168.1.106,TCP,54,3402,502,"FIN, ACK",13,11,64230,0,,,,,,,
1792,100.029334,192.168.1.100,192.168.1.102,TCP,54,3401,502,ACK,14,12,64230,0,,,,,,,
1793,100.029397,192.168.1.106,192.168.1.100,TCP,54,502,3402,ACK,11,14,64228,0,,,,,,,
1794,100.029534,192.168.1.106,192.168.1.100,TCP,54,502,3402,"FIN, ACK",11,14,64228,0,,,,,,,
1795,100.029586,192.168.1.100,192.168.1.106,TCP,54,3402,502,ACK,14,12,64230,0,,,,,,,
1796,100.030018,192.168.1.100,192.168.1.106,TCP,62,3406,502,SYN,0,,64240,0,1460,,,,,,
1797,100.030093,192.168.1.106,192.168.1.100,TCP,62,502,3406,"SYN, ACK",0,1,64240,0,1460,,,,,,
1798,100.030151,192.168.1.100,192.168.1.106,TCP,54,3406,502,ACK,1,1,64240,0,,,,,,,
1799,100.030399,192.168.1.100,192.168.1.106,Modbus/TCP,66,,,,,,,,,Query:,2626,1,1,Read Coils,
1800,100.030643,192.168.1.100,192.168.1.103,TCP,54,3403,502,"FIN, ACK",13,11,64230,0,,,,,,,
1801,100.030735,192.168.1.103,192.168.1.100,TCP,54,502,3403,ACK,11,14,64228,0,,,,,,,
1802,100.030782,192.168.1.106,192.168.1.100,Modbus/TCP,64,,,,,,,,,Response:,2626,1,1,Read Coils,
1803,100.030879,192.168.1.103,192.168.1.100,TCP,54,502,3403,"FIN, ACK",11,14,64228,0,,,,,,,
1804,100.030939,192.168.1.100,192.168.1.103,TCP,54,3403,502,ACK,14,12,64230,0,,,,,,,
1805,100.031237,192.168.1.100,192.168.1.101,TCP,54,3404,502,"FIN, ACK",13,11,64230,0,,,,,,,
1806,100.031331,192.168.1.101,192.168.1.100,TCP,54,502,3404,ACK,11,14,64228,0,,,,,,,
1807,100.031476,192.168.1.101,192.168.1.100,TCP,54,502,3404,"FIN, ACK",11,14,64228,0,,,,,,,
1808,100.031525,192.168.1.100,192.168.1.101,TCP,54,3404,502,ACK,14,12,64230,0,,,,,,,
1809,100.03183,192.168.1.100,192.168.1.105,TCP,54,3405,502,"FIN, ACK",13,11,64230,0,,,,,,,
1810,100.031917,192.168.1.105,192.168.1.100,TCP,54,502,3405,ACK,11,14,64228,0,,,,,,,
1811,100.032043,192.168.1.105,192.168.1.100,TCP,54,502,3405,"FIN, ACK",11,14,64228,0,,,,,,,
1812,100.032099,192.168.1.100,192.168.1.105,TCP,54,3405,502,ACK,14,12,64230,0,,,,,,,
1813,100.032397,192.168.1.100,192.168.1.106,TCP,54,3406,502,"FIN, ACK",13,11,64230,0,,,,,,,
1814,100.03248,192.168.1.106,192.168.1.100,TCP,54,502,3406,ACK,11,14,64228,0,,,,,,,
1815,100.032599,192.168.1.106,192.168.1.100,TCP,54,502,3406,"FIN, ACK",11,14,64228,0,,,,,,,
1816,100.032646,192.168.1.100,192.168.1.106,TCP,54,3406,502,ACK,14,12,64230,0,,,,,,,
1817,101.343487,192.168.1.104,192.168.1.255,NBNS,92,,,,,,,,,,,,,,Name query NB MTU-61A79467232<20>
1818,101.344457,192.168.1.100,192.168.1.104,NBNS,104,,,,,,,,,,,,,,Name query response NB 192.168.1.100
1819,101.344636,192.168.1.104,192.168.1.100,TCP,62,1045,139,SYN,0,,64240,0,1460,,,,,,
1820,101.344762,192.168.1.100,192.168.1.104,TCP,62,139,1045,"SYN, ACK",0,1,64240,0,1460,,,,,,
1821,101.344909,192.168.1.104,192.168.1.100,NBSS,126,,,,,,,,,,,,,,"Session request, to MTU-61A79467232<20> from CONTROLL-F7B112<00>"
1822,101.345104,192.168.1.100,192.168.1.104,NBSS,58,,,,,,,,,,,,,,Positive session response
1823,101.345481,192.168.1.104,192.168.1.100,SMB,191,,,,,,,,,,,,,,Negotiate Protocol Request
1824,101.347036,192.168.1.100,192.168.1.104,SMB,143,,,,,,,,,,,,,,Negotiate Protocol Response
1825,101.34779,192.168.1.104,192.168.1.100,SMB,260,,,,,,,,,,,,,,"Session Setup AndX Request, NTLMSSP_NEGOTIATE"
1826,101.348315,192.168.1.100,192.168.1.104,SMB,401,,,,,,,,,,,,,,"Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED"
1827,101.34876,192.168.1.104,192.168.1.100,SMB,322,,,,,,,,,,,,,,"Session Setup AndX Request, NTLMSSP_AUTH, User: \\"
1828,101.364733,192.168.1.100,192.168.1.104,SMB,175,,,,,,,,,,,,,,Session Setup AndX Response
1829,101.365261,192.168.1.104,192.168.1.100,SMB,154,,,,,,,,,,,,,,"Tree Connect AndX Request, Path: \\\\MTU-61A79467232\\IPC$"
1830,101.365531,192.168.1.100,192.168.1.104,SMB,114,,,,,,,,,,,,,,Tree Connect AndX Response
1831,101.365844,192.168.1.104,192.168.1.100,LANMAN,176,,,,,,,,,,,,,,"NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum"
1832,101.366343,192.168.1.100,192.168.1.104,LANMAN,176,,,,,,,,,,,,,,NetServerEnum2 Response
1833,101.366686,192.168.1.104,192.168.1.100,SMB,97,,,,,,,,,,,,,,Logoff AndX Request
1834,101.367544,192.168.1.100,192.168.1.104,SMB,97,,,,,,,,,,,,,,Logoff AndX Response
1835,101.367762,192.168.1.104,192.168.1.100,SMB,93,,,,,,,,,,,,,,Tree Disconnect Request
1836,101.373703,192.168.1.100,192.168.1.104,SMB,93,,,,,,,,,,,,,,Tree Disconnect Response
1837,101.374365,192.168.1.104,192.168.1.100,SMB,260,,,,,,,,,,,,,,"Session Setup AndX Request, NTLMSSP_NEGOTIATE"
1838,101.380235,192.168.1.100,192.168.1.104,SMB,401,,,,,,,,,,,,,,"Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED"
1839,101.380518,192.168.1.104,192.168.1.100,SMB,322,,,,,,,,,,,,,,"Session Setup AndX Request, NTLMSSP_AUTH, User: \\"
1840,101.381045,192.168.1.100,192.168.1.104,SMB,175,,,,,,,,,,,,,,Session Setup AndX Response
1841,101.381348,192.168.1.104,192.168.1.100,SMB,154,,,,,,,,,,,,,,"Tree Connect AndX Request, Path: \\\\MTU-61A79467232\\IPC$"
