"Time","Source","Destination","direction","trans_id","unit_id","func_code","rest"
160.011973,"192.168.1.100","192.168.1.104","Query","2646","1","2","Read Discrete Inputs"
160.012778,"192.168.1.104","192.168.1.100","Response","2646","1","2","Read Discrete Inputs"
160.0145,"192.168.1.100","192.168.1.105","Query","2597","1","2","Read Discrete Inputs"
160.015262,"192.168.1.105","192.168.1.100","Response","2597","1","2","Read Discrete Inputs"
160.016934,"192.168.1.100","192.168.1.103","Query","2629","1","2","Read Discrete Inputs"
160.01774,"192.168.1.103","192.168.1.100","Response","2629","1","2","Read Discrete Inputs"
160.019414,"192.168.1.100","192.168.1.106","Query","2643","1","2","Read Discrete Inputs"
160.02018,"192.168.1.106","192.168.1.100","Response","2643","1","2","Read Discrete Inputs"
160.021579,"192.168.1.100","192.168.1.102","Query","2642","1","2","Read Discrete Inputs"
160.022005,"192.168.1.102","192.168.1.100","Response","2642","1","2","Read Discrete Inputs"
160.02318,"192.168.1.100","192.168.1.101","Query","2616","1","1","Read Coils"
160.023622,"192.168.1.101","192.168.1.100","Response","2616","1","1","Read Coils"
160.024014,"192.168.1.100","192.168.1.104","Query","2647","1","1","Read Coils"
160.024466,"192.168.1.104","192.168.1.100","Response","2647","1","1","Read Coils"
160.025305,"192.168.1.100","192.168.1.105","Query","2598","1","1","Read Coils"
160.025726,"192.168.1.105","192.168.1.100","Response","2598","1","1","Read Coils"
160.026489,"192.168.1.100","192.168.1.103","Query","2630","1","1","Read Coils"
160.026902,"192.168.1.103","192.168.1.100","Response","2630","1","1","Read Coils"
160.027752,"192.168.1.100","192.168.1.106","Query","2644","1","1","Read Coils"
160.028155,"192.168.1.106","192.168.1.100","Response","2644","1","1","Read Coils"
160.028978,"192.168.1.100","192.168.1.102","Query","2643","1","1","Read Coils"
160.029399,"192.168.1.102","192.168.1.100","Response","2643","1","1","Read Coils"
170.001019,"192.168.1.100","192.168.1.106","Query","2645","1","3","Read Holding Registers"
170.001848,"192.168.1.106","192.168.1.100","Response","2645","1","3","Read Holding Registers"
170.002449,"192.168.1.100","192.168.1.101","Query","2617","1","3","Read Holding Registers"
170.003358,"192.168.1.101","192.168.1.100","Response","2617","1","3","Read Holding Registers"
170.003927,"192.168.1.100","192.168.1.103","Query","2631","1","3","Read Holding Registers"
170.004792,"192.168.1.103","192.168.1.100","Response","2631","1","3","Read Holding Registers"
170.005338,"192.168.1.100","192.168.1.105","Query","2599","1","3","Read Holding Registers"
170.006154,"192.168.1.105","192.168.1.100","Response","2599","1","3","Read Holding Registers"
170.007581,"192.168.1.100","192.168.1.106","Query","2646","1","2","Read Discrete Inputs"
170.008356,"192.168.1.106","192.168.1.100","Response","2646","1","2","Read Discrete Inputs"
170.009074,"192.168.1.100","192.168.1.104","Query","2648","1","3","Read Holding Registers"
170.00999,"192.168.1.104","192.168.1.100","Response","2648","1","3","Read Holding Registers"
170.01141,"192.168.1.100","192.168.1.101","Query","2618","1","2","Read Discrete Inputs"
170.012225,"192.168.1.101","192.168.1.100","Response","2618","1","2","Read Discrete Inputs"
170.012929,"192.168.1.100","192.168.1.102","Query","2644","1","3","Read Holding Registers"
170.013828,"192.168.1.102","192.168.1.100","Response","2644","1","3","Read Holding Registers"
170.015489,"192.168.1.100","192.168.1.103","Query","2632","1","2","Read Discrete Inputs"
170.016298,"192.168.1.103","192.168.1.100","Response","2632","1","2","Read Discrete Inputs"
170.019089,"192.168.1.100","192.168.1.105","Query","2600","1","2","Read Discrete Inputs"
170.019935,"192.168.1.105","192.168.1.100","Response","2600","1","2","Read Discrete Inputs"
170.020526,"192.168.1.100","192.168.1.106","Query","2647","1","1","Read Coils"
170.02132,"192.168.1.106","192.168.1.100","Response","2647","1","1","Read Coils"
170.022706,"192.168.1.100","192.168.1.104","Query","2649","1","2","Read Discrete Inputs"
170.023495,"192.168.1.104","192.168.1.100","Response","2649","1","2","Read Discrete Inputs"
170.025406,"192.168.1.100","192.168.1.101","Query","2619","1","1","Read Coils"
170.026222,"192.168.1.101","192.168.1.100","Response","2619","1","1","Read Coils"
170.027939,"192.168.1.100","192.168.1.102","Query","2645","1","2","Read Discrete Inputs"
170.028757,"192.168.1.102","192.168.1.100","Response","2645","1","2","Read Discrete Inputs"
170.035193,"192.168.1.100","192.168.1.103","Query","2633","1","1","Read Coils"
170.03602,"192.168.1.103","192.168.1.100","Response","2633","1","1","Read Coils"
170.037462,"192.168.1.100","192.168.1.102","Query","2646","1","1","Read Coils"
170.038273,"192.168.1.102","192.168.1.100","Response","2646","1","1","Read Coils"
170.043034,"192.168.1.100","192.168.1.105","Query","2601","1","1","Read Coils"
170.043471,"192.168.1.105","192.168.1.100","Response","2601","1","1","Read Coils"
170.043781,"192.168.1.100","192.168.1.104","Query","2650","1","1","Read Coils"
170.044208,"192.168.1.104","192.168.1.100","Response","2650","1","1","Read Coils"
180.000658,"192.168.1.100","192.168.1.105","Query","2602","1","3","Read Holding Registers"
180.001489,"192.168.1.105","192.168.1.100","Response","2602","1","3","Read Holding Registers"
180.00204,"192.168.1.100","192.168.1.101","Query","2620","1","3","Read Holding Registers"
180.002882,"192.168.1.101","192.168.1.100","Response","2620","1","3","Read Holding Registers"
180.003386,"192.168.1.100","192.168.1.106","Query","2648","1","3","Read Holding Registers"
180.004237,"192.168.1.106","192.168.1.100","Response","2648","1","3","Read Holding Registers"
180.004807,"192.168.1.100","192.168.1.104","Query","2651","1","3","Read Holding Registers"
180.00565,"192.168.1.104","192.168.1.100","Response","2651","1","3","Read Holding Registers"
180.011942,"192.168.1.100","192.168.1.103","Query","2634","1","3","Read Holding Registers"
180.012419,"192.168.1.100","192.168.1.105","Query","2603","1","2","Read Discrete Inputs"
180.01274,"192.168.1.103","192.168.1.100","Response","2634","1","3","Read Holding Registers"
180.013241,"192.168.1.105","192.168.1.100","Response","2603","1","2","Read Discrete Inputs"
180.013817,"192.168.1.100","192.168.1.101","Query","2621","1","2","Read Discrete Inputs"
180.014661,"192.168.1.101","192.168.1.100","Response","2621","1","2","Read Discrete Inputs"
180.016242,"192.168.1.100","192.168.1.104","Query","2652","1","2","Read Discrete Inputs"
180.016806,"192.168.1.100","192.168.1.102","Query","2647","1","3","Read Holding Registers"
180.017078,"192.168.1.104","192.168.1.100","Response","2652","1","2","Read Discrete Inputs"
180.017633,"192.168.1.102","192.168.1.100","Response","2647","1","3","Read Holding Registers"
180.019246,"192.168.1.100","192.168.1.103","Query","2635","1","2","Read Discrete Inputs"
180.020025,"192.168.1.103","192.168.1.100","Response","2635","1","2","Read Discrete Inputs"
180.021668,"192.168.1.100","192.168.1.105","Query","2604","1","1","Read Coils"
180.022462,"192.168.1.105","192.168.1.100","Response","2604","1","1","Read Coils"
180.024092,"192.168.1.100","192.168.1.101","Query","2622","1","1","Read Coils"
180.024751,"192.168.1.100","192.168.1.106","Query","2649","1","2","Read Discrete Inputs"
180.024852,"192.168.1.101","192.168.1.100","Response","2622","1","1","Read Coils"
180.025598,"192.168.1.106","192.168.1.100","Response","2649","1","2","Read Discrete Inputs"
180.027018,"192.168.1.100","192.168.1.104","Query","2653","1","1","Read Coils"
180.027822,"192.168.1.104","192.168.1.100","Response","2653","1","1","Read Coils"
180.029651,"192.168.1.100","192.168.1.102","Query","2648","1","2","Read Discrete Inputs"
180.030517,"192.168.1.102","192.168.1.100","Response","2648","1","2","Read Discrete Inputs"
180.031712,"192.168.1.100","192.168.1.103","Query","2636","1","1","Read Coils"
180.032158,"192.168.1.103","192.168.1.100","Response","2636","1","1","Read Coils"
180.036466,"192.168.1.100","192.168.1.102","Query","2649","1","1","Read Coils"
180.036777,"192.168.1.100","192.168.1.106","Query","2650","1","1","Read Coils"
180.036887,"192.168.1.102","192.168.1.100","Response","2649","1","1","Read Coils"
180.037231,"192.168.1.106","192.168.1.100","Response","2650","1","1","Read Coils"
190.000068,"192.168.1.100","192.168.1.102","Query","2650","1","3","Read Holding Registers"
190.000899,"192.168.1.102","192.168.1.100","Response","2650","1","3","Read Holding Registers"
190.001517,"192.168.1.100","192.168.1.106","Query","2651","1","3","Read Holding Registers"
190.002401,"192.168.1.106","192.168.1.100","Response","2651","1","3","Read Holding Registers"
190.002892,"192.168.1.100","192.168.1.105","Query","2605","1","3","Read Holding Registers"
190.003743,"192.168.1.105","192.168.1.100","Response","2605","1","3","Read Holding Registers"
190.004247,"192.168.1.100","192.168.1.101","Query","2623","1","3","Read Holding Registers"
190.005067,"192.168.1.101","192.168.1.100","Response","2623","1","3","Read Holding Registers"
190.025041,"192.168.1.100","192.168.1.104","Query","2654","1","3","Read Holding Registers"
190.025895,"192.168.1.104","192.168.1.100","Response","2654","1","3","Read Holding Registers"
190.026356,"192.168.1.100","192.168.1.102","Query","2651","1","2","Read Discrete Inputs"
190.027343,"192.168.1.102","192.168.1.100","Response","2651","1","2","Read Discrete Inputs"
190.027536,"192.168.1.100","192.168.1.106","Query","2652","1","2","Read Discrete Inputs"
190.028372,"192.168.1.106","192.168.1.100","Response","2652","1","2","Read Discrete Inputs"
190.02896,"192.168.1.100","192.168.1.105","Query","2606","1","2","Read Discrete Inputs"
190.029797,"192.168.1.105","192.168.1.100","Response","2606","1","2","Read Discrete Inputs"
190.030187,"192.168.1.100","192.168.1.101","Query","2624","1","2","Read Discrete Inputs"
190.031008,"192.168.1.101","192.168.1.100","Response","2624","1","2","Read Discrete Inputs"
190.031575,"192.168.1.100","192.168.1.103","Query","2637","1","3","Read Holding Registers"
190.032424,"192.168.1.103","192.168.1.100","Response","2637","1","3","Read Holding Registers"
190.033832,"192.168.1.100","192.168.1.104","Query","2655","1","2","Read Discrete Inputs"
190.034643,"192.168.1.104","192.168.1.100","Response","2655","1","2","Read Discrete Inputs"
190.036348,"192.168.1.100","192.168.1.102","Query","2652","1","1","Read Coils"
190.037126,"192.168.1.102","192.168.1.100","Response","2652","1","1","Read Coils"
190.038796,"192.168.1.100","192.168.1.106","Query","2653","1","1","Read Coils"
190.039602,"192.168.1.106","192.168.1.100","Response","2653","1","1","Read Coils"
190.041232,"192.168.1.100","192.168.1.105","Query","2607","1","1","Read Coils"
190.042027,"192.168.1.105","192.168.1.100","Response","2607","1","1","Read Coils"
190.04368,"192.168.1.100","192.168.1.101","Query","2625","1","1","Read Coils"
190.044483,"192.168.1.101","192.168.1.100","Response","2625","1","1","Read Coils"
190.0462,"192.168.1.100","192.168.1.103","Query","2638","1","2","Read Discrete Inputs"
190.046986,"192.168.1.103","192.168.1.100","Response","2638","1","2","Read Discrete Inputs"
190.048639,"192.168.1.100","192.168.1.104","Query","2656","1","1","Read Coils"
190.049437,"192.168.1.104","192.168.1.100","Response","2656","1","1","Read Coils"
190.053197,"192.168.1.100","192.168.1.103","Query","2639","1","1","Read Coils"
190.053751,"192.168.1.103","192.168.1.100","Response","2639","1","1","Read Coils"
197.542799,"192.168.1.100","192.168.1.102","Query","1","1","5","Write Single Coil"
197.543223,"192.168.1.102","192.168.1.100","Response","1","1","5","Write Single Coil"
200.000362,"192.168.1.100","192.168.1.104","Query","2657","1","3","Read Holding Registers"
200.001194,"192.168.1.104","192.168.1.100","Response","2657","1","3","Read Holding Registers"
200.004035,"192.168.1.100","192.168.1.105","Query","2608","1","3","Read Holding Registers"
200.004916,"192.168.1.105","192.168.1.100","Response","2608","1","3","Read Holding Registers"
200.005178,"192.168.1.100","192.168.1.106","Query","2654","1","3","Read Holding Registers"
200.006027,"192.168.1.106","192.168.1.100","Response","2654","1","3","Read Holding Registers"
200.006307,"192.168.1.100","192.168.1.103","Query","2640","1","3","Read Holding Registers"
200.007139,"192.168.1.103","192.168.1.100","Response","2640","1","3","Read Holding Registers"
200.007474,"192.168.1.100","192.168.1.101","Query","2626","1","3","Read Holding Registers"
200.008289,"192.168.1.101","192.168.1.100","Response","2626","1","3","Read Holding Registers"
200.008593,"192.168.1.100","192.168.1.104","Query","2658","1","2","Read Discrete Inputs"
200.009365,"192.168.1.104","192.168.1.100","Response","2658","1","2","Read Discrete Inputs"
200.009792,"192.168.1.100","192.168.1.102","Query","2653","1","3","Read Holding Registers"
200.010569,"192.168.1.102","192.168.1.100","Response","2653","1","3","Read Holding Registers"
200.012017,"192.168.1.100","192.168.1.105","Query","2609","1","2","Read Discrete Inputs"
200.012756,"192.168.1.105","192.168.1.100","Response","2609","1","2","Read Discrete Inputs"
200.014295,"192.168.1.100","192.168.1.106","Query","2655","1","2","Read Discrete Inputs"
200.015136,"192.168.1.106","192.168.1.100","Response","2655","1","2","Read Discrete Inputs"
200.01672,"192.168.1.100","192.168.1.103","Query","2641","1","2","Read Discrete Inputs"
200.017449,"192.168.1.103","192.168.1.100","Response","2641","1","2","Read Discrete Inputs"
200.018987,"192.168.1.100","192.168.1.101","Query","2627","1","2","Read Discrete Inputs"
200.019748,"192.168.1.101","192.168.1.100","Response","2627","1","2","Read Discrete Inputs"
200.021214,"192.168.1.100","192.168.1.104","Query","2659","1","1","Read Coils"
200.021972,"192.168.1.104","192.168.1.100","Response","2659","1","1","Read Coils"
200.023492,"192.168.1.100","192.168.1.102","Query","2654","1","2","Read Discrete Inputs"
200.024232,"192.168.1.102","192.168.1.100","Response","2654","1","2","Read Discrete Inputs"
200.02578,"192.168.1.100","192.168.1.105","Query","2610","1","1","Read Coils"
200.026505,"192.168.1.105","192.168.1.100","Response","2610","1","1","Read Coils"
200.028055,"192.168.1.100","192.168.1.106","Query","2656","1","1","Read Coils"
200.028821,"192.168.1.106","192.168.1.100","Response","2656","1","1","Read Coils"
200.030657,"192.168.1.100","192.168.1.103","Query","2642","1","1","Read Coils"
200.031465,"192.168.1.103","192.168.1.100","Response","2642","1","1","Read Coils"
200.033003,"192.168.1.100","192.168.1.101","Query","2628","1","1","Read Coils"
200.033862,"192.168.1.101","192.168.1.100","Response","2628","1","1","Read Coils"
200.036546,"192.168.1.100","192.168.1.102","Query","2655","1","1","Read Coils"
200.037314,"192.168.1.102","192.168.1.100","Response","2655","1","1","Read Coils"
210.000589,"192.168.1.100","192.168.1.101","Query","2629","1","3","Read Holding Registers"
210.001479,"192.168.1.101","192.168.1.100","Response","2629","1","3","Read Holding Registers"
210.002152,"192.168.1.100","192.168.1.104","Query","2660","1","3","Read Holding Registers"
210.003084,"192.168.1.104","192.168.1.100","Response","2660","1","3","Read Holding Registers"
210.006644,"192.168.1.100","192.168.1.103","Query","2643","1","3","Read Holding Registers"
210.007591,"192.168.1.103","192.168.1.100","Response","2643","1","3","Read Holding Registers"
210.007931,"192.168.1.100","192.168.1.106","Query","2657","1","3","Read Holding Registers"
210.008747,"192.168.1.106","192.168.1.100","Response","2657","1","3","Read Holding Registers"
210.009095,"192.168.1.100","192.168.1.101","Query","2630","1","2","Read Discrete Inputs"
210.009888,"192.168.1.101","192.168.1.100","Response","2630","1","2","Read Discrete Inputs"
210.010288,"192.168.1.100","192.168.1.102","Query","2656","1","3","Read Holding Registers"
210.011138,"192.168.1.102","192.168.1.100","Response","2656","1","3","Read Holding Registers"
210.011415,"192.168.1.100","192.168.1.104","Query","2661","1","2","Read Discrete Inputs"
210.012298,"192.168.1.104","192.168.1.100","Response","2661","1","2","Read Discrete Inputs"
210.013065,"192.168.1.100","192.168.1.105","Query","2611","1","3","Read Holding Registers"
210.01388,"192.168.1.105","192.168.1.100","Response","2611","1","3","Read Holding Registers"
210.015027,"192.168.1.100","192.168.1.103","Query","2644","1","2","Read Discrete Inputs"
210.015881,"192.168.1.103","192.168.1.100","Response","2644","1","2","Read Discrete Inputs"
210.017294,"192.168.1.100","192.168.1.106","Query","2658","1","2","Read Discrete Inputs"
210.018143,"192.168.1.106","192.168.1.100","Response","2658","1","2","Read Discrete Inputs"
210.019702,"192.168.1.100","192.168.1.101","Query","2631","1","1","Read Coils"
210.020497,"192.168.1.101","192.168.1.100","Response","2631","1","1","Read Coils"
210.02213,"192.168.1.100","192.168.1.102","Query","2657","1","2","Read Discrete Inputs"
210.022895,"192.168.1.102","192.168.1.100","Response","2657","1","2","Read Discrete Inputs"
210.024569,"192.168.1.100","192.168.1.104","Query","2662","1","1","Read Coils"
210.02541,"192.168.1.104","192.168.1.100","Response","2662","1","1","Read Coils"
210.027006,"192.168.1.100","192.168.1.105","Query","2612","1","2","Read Discrete Inputs"
210.027788,"192.168.1.105","192.168.1.100","Response","2612","1","2","Read Discrete Inputs"
210.029438,"192.168.1.100","192.168.1.103","Query","2645","1","1","Read Coils"
210.030187,"192.168.1.103","192.168.1.100","Response","2645","1","1","Read Coils"
210.030918,"192.168.1.100","192.168.1.106","Query","2659","1","1","Read Coils"
210.031282,"192.168.1.106","192.168.1.100","Response","2659","1","1","Read Coils"
210.032387,"192.168.1.100","192.168.1.102","Query","2658","1","1","Read Coils"
210.032746,"192.168.1.102","192.168.1.100","Response","2658","1","1","Read Coils"
210.033908,"192.168.1.100","192.168.1.105","Query","2613","1","1","Read Coils"
210.03424,"192.168.1.105","192.168.1.100","Response","2613","1","1","Read Coils"
220.000875,"192.168.1.100","192.168.1.106","Query","2660","1","3","Read Holding Registers"
220.00172,"192.168.1.106","192.168.1.100","Response","2660","1","3","Read Holding Registers"
220.002436,"192.168.1.100","192.168.1.101","Query","2632","1","3","Read Holding Registers"
220.003403,"192.168.1.101","192.168.1.100","Response","2632","1","3","Read Holding Registers"
220.003917,"192.168.1.100","192.168.1.103","Query","2646","1","3","Read Holding Registers"
220.00476,"192.168.1.103","192.168.1.100","Response","2646","1","3","Read Holding Registers"
220.006464,"192.168.1.100","192.168.1.106","Query","2661","1","2","Read Discrete Inputs"
220.007283,"192.168.1.106","192.168.1.100","Response","2661","1","2","Read Discrete Inputs"
220.008046,"192.168.1.100","192.168.1.104","Query","2663","1","3","Read Holding Registers"
220.008883,"192.168.1.104","192.168.1.100","Response","2663","1","3","Read Holding Registers"
220.010294,"192.168.1.100","192.168.1.101","Query","2633","1","2","Read Discrete Inputs"
220.011069,"192.168.1.101","192.168.1.100","Response","2633","1","2","Read Discrete Inputs"
220.011739,"192.168.1.100","192.168.1.102","Query","2659","1","3","Read Holding Registers"
220.012592,"192.168.1.102","192.168.1.100","Response","2659","1","3","Read Holding Registers"
220.013905,"192.168.1.100","192.168.1.103","Query","2647","1","2","Read Discrete Inputs"
220.014763,"192.168.1.103","192.168.1.100","Response","2647","1","2","Read Discrete Inputs"
220.015488,"192.168.1.100","192.168.1.105","Query","2614","1","3","Read Holding Registers"
220.016401,"192.168.1.105","192.168.1.100","Response","2614","1","3","Read Holding Registers"
220.018826,"192.168.1.100","192.168.1.106","Query","2662","1","1","Read Coils"
220.019537,"192.168.1.106","192.168.1.100","Response","2662","1","1","Read Coils"
220.01981,"192.168.1.100","192.168.1.104","Query","2664","1","2","Read Discrete Inputs"
220.020261,"192.168.1.104","192.168.1.100","Response","2664","1","2","Read Discrete Inputs"
220.021204,"192.168.1.100","192.168.1.101","Query","2634","1","1","Read Coils"
220.021658,"192.168.1.101","192.168.1.100","Response","2634","1","1","Read Coils"
220.02264,"192.168.1.100","192.168.1.102","Query","2660","1","2","Read Discrete Inputs"
220.023102,"192.168.1.102","192.168.1.100","Response","2660","1","2","Read Discrete Inputs"
220.024035,"192.168.1.100","192.168.1.103","Query","2648","1","1","Read Coils"
220.024516,"192.168.1.103","192.168.1.100","Response","2648","1","1","Read Coils"
220.02543,"192.168.1.100","192.168.1.105","Query","2615","1","2","Read Discrete Inputs"
220.025887,"192.168.1.105","192.168.1.100","Response","2615","1","2","Read Discrete Inputs"
220.027441,"192.168.1.100","192.168.1.104","Query","2665","1","1","Read Coils"
220.027907,"192.168.1.104","192.168.1.100","Response","2665","1","1","Read Coils"
220.02949,"192.168.1.100","192.168.1.102","Query","2661","1","1","Read Coils"
220.029931,"192.168.1.102","192.168.1.100","Response","2661","1","1","Read Coils"
220.032015,"192.168.1.100","192.168.1.105","Query","2616","1","1","Read Coils"
220.032502,"192.168.1.105","192.168.1.100","Response","2616","1","1","Read Coils"
230.000457,"192.168.1.100","192.168.1.101","Query","2635","1","3","Read Holding Registers"
230.001322,"192.168.1.101","192.168.1.100","Response","2635","1","3","Read Holding Registers"
230.001933,"192.168.1.100","192.168.1.104","Query","2666","1","3","Read Holding Registers"
230.002819,"192.168.1.104","192.168.1.100","Response","2666","1","3","Read Holding Registers"
230.006673,"192.168.1.100","192.168.1.102","Query","2662","1","3","Read Holding Registers"
230.007551,"192.168.1.102","192.168.1.100","Response","2662","1","3","Read Holding Registers"
230.007784,"192.168.1.100","192.168.1.105","Query","2617","1","3","Read Holding Registers"
230.008623,"192.168.1.105","192.168.1.100","Response","2617","1","3","Read Holding Registers"
230.009102,"192.168.1.100","192.168.1.106","Query","2663","1","3","Read Holding Registers"
230.009976,"192.168.1.106","192.168.1.100","Response","2663","1","3","Read Holding Registers"
230.010279,"192.168.1.100","192.168.1.101","Query","2636","1","2","Read Discrete Inputs"
230.011103,"192.168.1.101","192.168.1.100","Response","2636","1","2","Read Discrete Inputs"
230.011434,"192.168.1.100","192.168.1.104","Query","2667","1","2","Read Discrete Inputs"
230.012252,"192.168.1.104","192.168.1.100","Response","2667","1","2","Read Discrete Inputs"
230.012669,"192.168.1.100","192.168.1.103","Query","2649","1","3","Read Holding Registers"
230.013487,"192.168.1.103","192.168.1.100","Response","2649","1","3","Read Holding Registers"
230.015012,"192.168.1.100","192.168.1.102","Query","2663","1","2","Read Discrete Inputs"
230.015821,"192.168.1.102","192.168.1.100","Response","2663","1","2","Read Discrete Inputs"
230.01751,"192.168.1.100","192.168.1.105","Query","2618","1","2","Read Discrete Inputs"
230.018297,"192.168.1.105","192.168.1.100","Response","2618","1","2","Read Discrete Inputs"
230.01998,"192.168.1.100","192.168.1.106","Query","2664","1","2","Read Discrete Inputs"
230.020779,"192.168.1.106","192.168.1.100","Response","2664","1","2","Read Discrete Inputs"
230.022489,"192.168.1.100","192.168.1.101","Query","2637","1","1","Read Coils"
230.023316,"192.168.1.101","192.168.1.100","Response","2637","1","1","Read Coils"
230.025059,"192.168.1.100","192.168.1.104","Query","2668","1","1","Read Coils"
230.025874,"192.168.1.104","192.168.1.100","Response","2668","1","1","Read Coils"
230.02757,"192.168.1.100","192.168.1.103","Query","2650","1","2","Read Discrete Inputs"
230.028376,"192.168.1.103","192.168.1.100","Response","2650","1","2","Read Discrete Inputs"
230.030718,"192.168.1.100","192.168.1.102","Query","2664","1","1","Read Coils"
230.031524,"192.168.1.102","192.168.1.100","Response","2664","1","1","Read Coils"
230.033193,"192.168.1.100","192.168.1.105","Query","2619","1","1","Read Coils"
230.034006,"192.168.1.105","192.168.1.100","Response","2619","1","1","Read Coils"
230.035664,"192.168.1.100","192.168.1.106","Query","2665","1","1","Read Coils"
230.036451,"192.168.1.106","192.168.1.100","Response","2665","1","1","Read Coils"
230.041181,"192.168.1.100","192.168.1.103","Query","2651","1","1","Read Coils"
230.042004,"192.168.1.103","192.168.1.100","Response","2651","1","1","Read Coils"
240.000674,"192.168.1.100","192.168.1.102","Query","2665","1","3","Read Holding Registers"
240.001528,"192.168.1.102","192.168.1.100","Response","2665","1","3","Read Holding Registers"
240.002162,"192.168.1.100","192.168.1.106","Query","2666","1","3","Read Holding Registers"
240.003047,"192.168.1.106","192.168.1.100","Response","2666","1","3","Read Holding Registers"
240.003553,"192.168.1.100","192.168.1.105","Query","2620","1","3","Read Holding Registers"
240.004411,"192.168.1.105","192.168.1.100","Response","2620","1","3","Read Holding Registers"
240.005065,"192.168.1.100","192.168.1.103","Query","2652","1","3","Read Holding Registers"
240.005948,"192.168.1.103","192.168.1.100","Response","2652","1","3","Read Holding Registers"
240.007614,"192.168.1.100","192.168.1.102","Query","2666","1","2","Read Discrete Inputs"
240.008434,"192.168.1.102","192.168.1.100","Response","2666","1","2","Read Discrete Inputs"
240.010125,"192.168.1.100","192.168.1.106","Query","2667","1","2","Read Discrete Inputs"
240.010917,"192.168.1.106","192.168.1.100","Response","2667","1","2","Read Discrete Inputs"
240.01256,"192.168.1.100","192.168.1.105","Query","2621","1","2","Read Discrete Inputs"
240.01337,"192.168.1.105","192.168.1.100","Response","2621","1","2","Read Discrete Inputs"
240.014117,"192.168.1.100","192.168.1.101","Query","2638","1","3","Read Holding Registers"
240.015105,"192.168.1.101","192.168.1.100","Response","2638","1","3","Read Holding Registers"
240.016591,"192.168.1.100","192.168.1.103","Query","2653","1","2","Read Discrete Inputs"
240.017422,"192.168.1.103","192.168.1.100","Response","2653","1","2","Read Discrete Inputs"
240.018091,"192.168.1.100","192.168.1.104","Query","2669","1","3","Read Holding Registers"
240.018992,"192.168.1.104","192.168.1.100","Response","2669","1","3","Read Holding Registers"
240.020468,"192.168.1.100","192.168.1.102","Query","2667","1","1","Read Coils"
240.021269,"192.168.1.102","192.168.1.100","Response","2667","1","1","Read Coils"
240.023043,"192.168.1.100","192.168.1.106","Query","2668","1","1","Read Coils"
240.023816,"192.168.1.106","192.168.1.100","Response","2668","1","1","Read Coils"
240.025474,"192.168.1.100","192.168.1.105","Query","2622","1","1","Read Coils"
240.026277,"192.168.1.105","192.168.1.100","Response","2622","1","1","Read Coils"
240.029035,"192.168.1.100","192.168.1.101","Query","2639","1","2","Read Discrete Inputs"
240.029509,"192.168.1.101","192.168.1.100","Response","2639","1","2","Read Discrete Inputs"
240.033888,"192.168.1.100","192.168.1.104","Query","2670","1","2","Read Discrete Inputs"
240.03416,"192.168.1.100","192.168.1.101","Query","2640","1","1","Read Coils"
240.034344,"192.168.1.104","192.168.1.100","Response","2670","1","2","Read Discrete Inputs"
240.034623,"192.168.1.101","192.168.1.100","Response","2640","1","1","Read Coils"
240.034972,"192.168.1.100","192.168.1.103","Query","2654","1","1","Read Coils"
240.035455,"192.168.1.103","192.168.1.100","Response","2654","1","1","Read Coils"
240.036154,"192.168.1.100","192.168.1.104","Query","2671","1","1","Read Coils"
240.036584,"192.168.1.104","192.168.1.100","Response","2671","1","1","Read Coils"
250.00089,"192.168.1.100","192.168.1.104","Query","2672","1","3","Read Holding Registers"
250.001725,"192.168.1.104","192.168.1.100","Response","2672","1","3","Read Holding Registers"
250.002378,"192.168.1.100","192.168.1.105","Query","2623","1","3","Read Holding Registers"
250.003306,"192.168.1.105","192.168.1.100","Response","2623","1","3","Read Holding Registers"
250.003813,"192.168.1.100","192.168.1.102","Query","2668","1","3","Read Holding Registers"
250.004643,"192.168.1.102","192.168.1.100","Response","2668","1","3","Read Holding Registers"
250.005318,"192.168.1.100","192.168.1.103","Query","2655","1","3","Read Holding Registers"
250.006212,"192.168.1.103","192.168.1.100","Response","2655","1","3","Read Holding Registers"
250.007859,"192.168.1.100","192.168.1.104","Query","2673","1","2","Read Discrete Inputs"
250.008668,"192.168.1.104","192.168.1.100","Response","2673","1","2","Read Discrete Inputs"
250.010372,"192.168.1.100","192.168.1.105","Query","2624","1","2","Read Discrete Inputs"
250.011148,"192.168.1.105","192.168.1.100","Response","2624","1","2","Read Discrete Inputs"
250.012847,"192.168.1.100","192.168.1.102","Query","2669","1","2","Read Discrete Inputs"
250.013643,"192.168.1.102","192.168.1.100","Response","2669","1","2","Read Discrete Inputs"
250.014475,"192.168.1.100","192.168.1.106","Query","2669","1","3","Read Holding Registers"
250.015349,"192.168.1.106","192.168.1.100","Response","2669","1","3","Read Holding Registers"
250.016733,"192.168.1.100","192.168.1.103","Query","2656","1","2","Read Discrete Inputs"
250.017542,"192.168.1.103","192.168.1.100","Response","2656","1","2","Read Discrete Inputs"
250.018228,"192.168.1.100","192.168.1.101","Query","2641","1","3","Read Holding Registers"
250.019055,"192.168.1.101","192.168.1.100","Response","2641","1","3","Read Holding Registers"
250.020019,"192.168.1.100","192.168.1.104","Query","2674","1","1","Read Coils"
250.020493,"192.168.1.104","192.168.1.100","Response","2674","1","1","Read Coils"
250.021387,"192.168.1.100","192.168.1.105","Query","2625","1","1","Read Coils"
