"INTERVAL_DATETIME","DUID","LASTCHANGED","MWH_READINGS_ANOMALY"
"7/5/2025 15:00","CHALLHWF","7/5/2025 14:55",37.699997
"7/5/2025 15:00","CLOVER","7/5/2025 14:55",0
"7/5/2025 15:00","CLUNY","7/5/2025 14:55",6.191348
"7/5/2025 15:00","CONDONG1","7/5/2025 14:55",12.05
"7/5/2025 15:00","CULLRGWF","7/5/2025 14:55",-0.03
"7/5/2025 15:00","DIAPURWF1","7/5/2025 14:55",5.3
"7/5/2025 15:00","ERGT01","7/5/2025 14:55",0
"7/5/2025 15:00","GB01","7/5/2025 14:55",0
"7/5/2025 15:00","GERMCRK","7/5/2025 14:55",15.521
"7/5/2025 15:00","GRIFSF1","7/5/2025 14:55",1.701381
"7/5/2025 15:00","HUGSF1","7/5/2025 14:55",9.4
"7/5/2025 15:00","KEPBG1","7/5/2025 14:55",0
"7/5/2025 15:00","LRSF1","7/5/2025 14:55",10.1
"7/5/2025 15:00","MBAHNTH","7/5/2025 14:55",19.1
"7/5/2025 15:00","MLSP1","7/5/2025 14:55",0.767
"7/5/2025 15:00","MLWF1","7/5/2025 14:55",13.605
"7/5/2025 15:00","PALOONA","7/5/2025 14:55",9.719999
"7/5/2025 15:00","PIONEER","7/5/2025 14:55",27.1
"7/5/2025 15:00","PORTWF","7/5/2025 14:55",43.400002
"7/5/2025 15:00","REPULSE","7/5/2025 14:55",8.635996
"7/5/2025 15:00","ROWALLAN","7/5/2025 14:55",-0.005966
"7/5/2025 15:00","ROYALLA1","7/5/2025 14:55",1.746
"7/5/2025 15:00","RPCG","7/5/2025 14:55",-0.6
"7/5/2025 15:00","RUBICON","7/5/2025 14:55",0.18
"7/5/2025 15:00","SHOAL1","7/5/2025 14:55",42.239998
"7/5/2025 15:00","TULLYSM1","7/5/2025 14:55",10
"7/5/2025 15:00","WAUBRAWF","7/5/2025 14:55",179.897003
"7/5/2025 15:00","WNSF1","7/5/2025 14:55",0
"7/5/2025 15:00","WOOLNTH1","7/5/2025 14:55",30.98
"7/5/2025 15:00","YAMBUKWF","7/5/2025 14:55",0
"7/5/2025 15:00","YSWF1","7/5/2025 14:55",13.5
"7/5/2025 15:05","BARCSF1","7/5/2025 15:00",15.1
"7/5/2025 15:05","BUTLERSG","7/5/2025 15:00",7.599998
"7/5/2025 15:05","BWTR1","7/5/2025 15:00",-13.20396
"7/5/2025 15:05","CAPTL_WF","7/5/2025 15:00",0
"7/5/2025 15:05","CHALLHWF","7/5/2025 15:00",39
"7/5/2025 15:05","CLOVER","7/5/2025 15:00",0
"7/5/2025 15:05","CLUNY","7/5/2025 15:00",6.26276
"7/5/2025 15:05","CONDONG1","7/5/2025 15:00",12.24
"7/5/2025 15:05","CULLRGWF","7/5/2025 15:00",-0.03
"7/5/2025 15:05","DIAPURWF1","7/5/2025 15:00",5.3
"7/5/2025 15:05","ERGT01","7/5/2025 15:00",0
"7/5/2025 15:05","GB01","7/5/2025 15:00",0
"7/5/2025 15:05","GERMCRK","7/5/2025 15:00",15.685
"7/5/2025 15:05","GRIFSF1","7/5/2025 15:00",6.4927150000000005
"7/5/2025 15:05","HUGSF1","7/5/2025 15:00",10.7
"7/5/2025 15:05","KEPBG1","7/5/2025 15:00",0
"7/5/2025 15:05","LRSF1","7/5/2025 15:00",10.1
"7/5/2025 15:05","MBAHNTH","7/5/2025 15:00",19.6
"7/5/2025 15:05","MLSP1","7/5/2025 15:00",0.667
"7/5/2025 15:05","MLWF1","7/5/2025 15:00",15.03
"7/5/2025 15:05","PALOONA","7/5/2025 15:00",9.96
"7/5/2025 15:05","PIONEER","7/5/2025 15:00",28.200001
"7/5/2025 15:05","PORTWF","7/5/2025 15:00",45.5
"7/5/2025 15:05","REPULSE","7/5/2025 15:00",8.476082
"7/5/2025 15:05","ROWALLAN","7/5/2025 15:00",-0.005966
"7/5/2025 15:05","ROYALLA1","7/5/2025 15:00",1.461
"7/5/2025 15:05","RPCG","7/5/2025 15:00",-0.6
"7/5/2025 15:05","RUBICON","7/5/2025 15:00",0.315
"7/5/2025 15:05","SHOAL1","7/5/2025 15:00",42.380001
"7/5/2025 15:05","TULLYSM1","7/5/2025 15:00",10.2
"7/5/2025 15:05","WAUBRAWF","7/5/2025 15:00",180.455002
"7/5/2025 15:05","WNSF1","7/5/2025 15:00",0
"7/5/2025 15:05","WOOLNTH1","7/5/2025 15:00",27.169998
"7/5/2025 15:05","YAMBUKWF","7/5/2025 15:00",0
"7/5/2025 15:05","YSWF1","7/5/2025 15:00",16.9
"7/5/2025 15:10","BARCSF1","7/5/2025 15:05",15.1
"7/5/2025 15:10","BUTLERSG","7/5/2025 15:05",7.499999
"7/5/2025 15:10","BWTR1","7/5/2025 15:05",-13.03248
"7/5/2025 15:10","CAPTL_WF","7/5/2025 15:05",0
"7/5/2025 15:10","CHALLHWF","7/5/2025 15:05",39.900002
"7/5/2025 15:10","CLOVER","7/5/2025 15:05",0
"7/5/2025 15:10","CLUNY","7/5/2025 15:05",6.26276
"7/5/2025 15:10","CONDONG1","7/5/2025 15:05",12.21
"7/5/2025 15:10","CULLRGWF","7/5/2025 15:05",-0.05
"7/5/2025 15:10","DIAPURWF1","7/5/2025 15:05",5.3
"7/5/2025 15:10","ERGT01","7/5/2025 15:05",0
"7/5/2025 15:10","GB01","7/5/2025 15:05",0
"7/5/2025 15:10","GERMCRK","7/5/2025 15:05",15.384
"7/5/2025 15:10","GRIFSF1","7/5/2025 15:05",1.100175
"7/5/2025 15:10","HUGSF1","7/5/2025 15:05",8.5
"7/5/2025 15:10","KEPBG1","7/5/2025 15:05",0
"7/5/2025 15:10","LRSF1","7/5/2025 15:05",10.1
"7/5/2025 15:10","MBAHNTH","7/5/2025 15:05",19
"7/5/2025 15:10","MLSP1","7/5/2025 15:05",0.616
"7/5/2025 15:10","MLWF1","7/5/2025 15:05",14.565001
"7/5/2025 15:10","PALOONA","7/5/2025 15:05",9.91
"7/5/2025 15:10","PIONEER","7/5/2025 15:05",30.799999
"7/5/2025 15:10","PORTWF","7/5/2025 15:05",44
"7/5/2025 15:10","REPULSE","7/5/2025 15:05",8.596933
"7/5/2025 15:10","ROWALLAN","7/5/2025 15:05",-0.009598
"7/5/2025 15:10","ROYALLA1","7/5/2025 15:05",1.479
"7/5/2025 15:10","RPCG","7/5/2025 15:05",-0.6
"7/5/2025 15:10","RUBICON","7/5/2025 15:05",0.18
"7/5/2025 15:10","SHOAL1","7/5/2025 15:05",42.040001
"7/5/2025 15:10","TULLYSM1","7/5/2025 15:05",9.9
"7/5/2025 15:10","WAUBRAWF","7/5/2025 15:05",181.419998
"7/5/2025 15:10","WNSF1","7/5/2025 15:05",0
"7/5/2025 15:10","WOOLNTH1","7/5/2025 15:05",30.77
"7/5/2025 15:10","YAMBUKWF","7/5/2025 15:05",0
"7/5/2025 15:10","YSWF1","7/5/2025 15:05",17.299999
"7/5/2025 15:15","BARCSF1","7/5/2025 15:10",15.1
"7/5/2025 15:15","BUTLERSG","7/5/2025 15:10",7.499999
"7/5/2025 15:15","BWTR1","7/5/2025 15:10",-13.03248
"7/5/2025 15:15","CAPTL_WF","7/5/2025 15:10",0
"7/5/2025 15:15","CHALLHWF","7/5/2025 15:10",35.900002
"7/5/2025 15:15","CLOVER","7/5/2025 15:10",0
"7/5/2025 15:15","CLUNY","7/5/2025 15:10",6.281987
"7/5/2025 15:15","CONDONG1","7/5/2025 15:10",12.05
"7/5/2025 15:15","CULLRGWF","7/5/2025 15:10",-0.04
"7/5/2025 15:15","DIAPURWF1","7/5/2025 15:10",5.3
"7/5/2025 15:15","ERGT01","7/5/2025 15:10",0
"7/5/2025 15:15","GB01","7/5/2025 15:10",0
"7/5/2025 15:15","GRIFSF1","7/5/2025 15:10",0.999466
"7/5/2025 15:15","HUGSF1","7/5/2025 15:10",10.8
"7/5/2025 15:15","KEPBG1","7/5/2025 15:10",0
"7/5/2025 15:15","LRSF1","7/5/2025 15:10",10.1
"7/5/2025 15:15","MBAHNTH","7/5/2025 15:10",19.4
"7/5/2025 15:15","MLSP1","7/5/2025 15:10",0.566
"7/5/2025 15:15","MLWF1","7/5/2025 15:10",16.17
"7/5/2025 15:15","PALOONA","7/5/2025 15:10",9.86
"7/5/2025 15:15","PIONEER","7/5/2025 15:10",32.299999
"7/5/2025 15:15","PORTWF","7/5/2025 15:10",46.700001
"7/5/2025 15:15","REPULSE","7/5/2025 15:10",8.48951
"7/5/2025 15:15","ROWALLAN","7/5/2025 15:10",-0.005447
"7/5/2025 15:15","ROYALLA1","7/5/2025 15:10",1.47
"7/5/2025 15:15","RPCG","7/5/2025 15:10",-0.6
"7/5/2025 15:15","RUBICON","7/5/2025 15:10",0.18
"7/5/2025 15:15","SHOAL1","7/5/2025 15:10",41.599998
"7/5/2025 15:15","TULLYSM1","7/5/2025 15:10",9.9
"7/5/2025 15:15","WAUBRAWF","7/5/2025 15:10",178.651993
"7/5/2025 15:15","WNSF1","7/5/2025 15:10",0
"7/5/2025 15:15","WOOLNTH1","7/5/2025 15:10",35.010002
"7/5/2025 15:15","YAMBUKWF","7/5/2025 15:10",0
"7/5/2025 15:15","YSWF1","7/5/2025 15:10",15.4
"7/5/2025 15:20","BARCSF1","7/5/2025 15:15",15.1
"7/5/2025 15:20","BUTLERSG","7/5/2025 15:15",7.499999
"7/5/2025 15:20","BWTR1","7/5/2025 15:15",-65.16239999999999
"7/5/2025 15:20","CAPTL_WF","7/5/2025 15:15",0
"7/5/2025 15:20","CHALLHWF","7/5/2025 15:15",38.699997
"7/5/2025 15:20","CLOVER","7/5/2025 15:15",0
"7/5/2025 15:20","CLUNY","7/5/2025 15:15",6.200503
"7/5/2025 15:20","CONDONG1","7/5/2025 15:15",12.55
"7/5/2025 15:20","CULLRGWF","7/5/2025 15:15",-0.04
"7/5/2025 15:20","DIAPURWF1","7/5/2025 15:15",5.3
"7/5/2025 15:20","ERGT01","7/5/2025 15:15",0
"7/5/2025 15:20","GB01","7/5/2025 15:15",0
"7/5/2025 15:20","GERMCRK","7/5/2025 15:15",15.327
"7/5/2025 15:20","GRIFSF1","7/5/2025 15:15",0.801099
"7/5/2025 15:20","HUGSF1","7/5/2025 15:15",8.7
"7/5/2025 15:20","KEPBG1","7/5/2025 15:15",0
"7/5/2025 15:20","LRSF1","7/5/2025 15:15",10.1
"7/5/2025 15:20","MBAHNTH","7/5/2025 15:15",19.1
"7/5/2025 15:20","MLSP1","7/5/2025 15:15",2.58
"7/5/2025 15:20","MLWF1","7/5/2025 15:15",16.605
"7/5/2025 15:20","PALOONA","7/5/2025 15:15",9.79
"7/5/2025 15:20","PIONEER","7/5/2025 15:15",31.1
"7/5/2025 15:20","PORTWF","7/5/2025 15:15",42.700001
"7/5/2025 15:20","REPULSE","7/5/2025 15:15",8.660411
"7/5/2025 15:20","ROWALLAN","7/5/2025 15:15",-0.005447
"7/5/2025 15:20","ROYALLA1","7/5/2025 15:15",1.129
"7/5/2025 15:20","RPCG","7/5/2025 15:15",-0.6
"7/5/2025 15:20","RUBICON","7/5/2025 15:15",0.315
"7/5/2025 15:20","SHOAL1","7/5/2025 15:15",42.550003
"7/5/2025 15:20","TULLYSM1","7/5/2025 15:15",10
"7/5/2025 15:20","WAUBRAWF","7/5/2025 15:15",179.046005
"7/5/2025 15:20","WNSF1","7/5/2025 15:15",0
"7/5/2025 15:20","WOOLNTH1","7/5/2025 15:15",31.34
"7/5/2025 15:20","YAMBUKWF","7/5/2025 15:15",0
"7/5/2025 15:20","YSWF1","7/5/2025 15:15",16.700001
"7/5/2025 15:25","BARCSF1","7/5/2025 15:20",15.1
"7/5/2025 15:25","BUTLERSG","7/5/2025 15:20",7.599998
"7/5/2025 15:25","BWTR1","7/5/2025 15:20",-13.03248
"7/5/2025 15:25","CAPTL_WF","7/5/2025 15:20",0
"7/5/2025 15:25","CHALLHWF","7/5/2025 15:20",36.099998
"7/5/2025 15:25","CLOVER","7/5/2025 15:20",0
"7/5/2025 15:25","CLUNY","7/5/2025 15:20",6.29572
"7/5/2025 15:25","CONDONG1","7/5/2025 15:20",12.64
"7/5/2025 15:25","CULLRGWF","7/5/2025 15:20",-0.05
"7/5/2025 15:25","DIAPURWF1","7/5/2025 15:20",5.3
"7/5/2025 15:25","ERGT01","7/5/2025 15:20",0
"7/5/2025 15:25","GB01","7/5/2025 15:20",0
"7/5/2025 15:25","GERMCRK","7/5/2025 15:20",15.408
"7/5/2025 15:25","GRIFSF1","7/5/2025 15:20",0.700389
"7/5/2025 15:25","HUGSF1","7/5/2025 15:20",9.3
"7/5/2025 15:25","KEPBG1","7/5/2025 15:20",0
"7/5/2025 15:25","LRSF1","7/5/2025 15:20",10.1
"7/5/2025 15:25","MBAHNTH","7/5/2025 15:20",19.9
"7/5/2025 15:25","MLSP1","7/5/2025 15:20",0.667
"7/5/2025 15:25","MLWF1","7/5/2025 15:20",15.465
"7/5/2025 15:25","PALOONA","7/5/2025 15:20",9.889999
"7/5/2025 15:25","PIONEER","7/5/2025 15:20",33
"7/5/2025 15:25","PORTWF","7/5/2025 15:20",43.200001
"7/5/2025 15:25","REPULSE","7/5/2025 15:20",8.419929
"7/5/2025 15:25","ROWALLAN","7/5/2025 15:20",-0.009598
"7/5/2025 15:25","ROYALLA1","7/5/2025 15:20",1.469
"7/5/2025 15:25","RPCG","7/5/2025 15:20",-0.6
"7/5/2025 15:25","RUBICON","7/5/2025 15:20",0.18
"7/5/2025 15:25","SHOAL1","7/5/2025 15:20",42.919998
"7/5/2025 15:25","TULLYSM1","7/5/2025 15:20",10
"7/5/2025 15:25","WAUBRAWF","7/5/2025 15:20",181.235992
"7/5/2025 15:25","WNSF1","7/5/2025 15:20",0
"7/5/2025 15:25","WOOLNTH1","7/5/2025 15:20",31.139999
"7/5/2025 15:25","YAMBUKWF","7/5/2025 15:20",0
"7/5/2025 15:25","YSWF1","7/5/2025 15:20",12.7
"7/5/2025 15:30","BARCSF1","7/5/2025 15:25",15.1
"7/5/2025 15:30","BUTLERSG","7/5/2025 15:25",7.499999
"7/5/2025 15:30","BWTR1","7/5/2025 15:25",-13.03248
"7/5/2025 15:30","CAPTL_WF","7/5/2025 15:25",0
"7/5/2025 15:30","CHALLHWF","7/5/2025 15:25",36.700001
"7/5/2025 15:30","CLOVER","7/5/2025 15:25",0
"7/5/2025 15:30","CLUNY","7/5/2025 15:25",6.234378
"7/5/2025 15:30","CONDONG1","7/5/2025 15:25",11.94
"7/5/2025 15:30","CULLRGWF","7/5/2025 15:25",-0.05
"7/5/2025 15:30","DIAPURWF1","7/5/2025 15:25",5.3
"7/5/2025 15:30","ERGT01","7/5/2025 15:25",0
"7/5/2025 15:30","GB01","7/5/2025 15:25",0
"7/5/2025 15:30","GRIFSF1","7/5/2025 15:25",0.59968
"7/5/2025 15:30","HUGSF1","7/5/2025 15:25",9.2
"7/5/2025 15:30","KEPBG1","7/5/2025 15:25",0
"7/5/2025 15:30","LRSF1","7/5/2025 15:25",10.1
"7/5/2025 15:30","MBAHNTH","7/5/2025 15:25",20.299999
"7/5/2025 15:30","MLSP1","7/5/2025 15:25",0.566
"7/5/2025 15:30","MLWF1","7/5/2025 15:25",13.860001
"7/5/2025 15:30","PALOONA","7/5/2025 15:25",9.849999
"7/5/2025 15:30","PIONEER","7/5/2025 15:25",33.099998
"7/5/2025 15:30","PORTWF","7/5/2025 15:25",39.5
"7/5/2025 15:30","REPULSE","7/5/2025 15:25",8.596933
"7/5/2025 15:30","ROWALLAN","7/5/2025 15:25",-0.005966
"7/5/2025 15:30","ROYALLA1","7/5/2025 15:25",1.182
"7/5/2025 15:30","RPCG","7/5/2025 15:25",-0.6
"7/5/2025 15:30","RUBICON","7/5/2025 15:25",0.18
"7/5/2025 15:30","SHOAL1","7/5/2025 15:25",42.349998
"7/5/2025 15:30","TULLYSM1","7/5/2025 15:25",10.1
"7/5/2025 15:30","WAUBRAWF","7/5/2025 15:25",180.934006
"7/5/2025 15:30","WNSF1","7/5/2025 15:25",0
"7/5/2025 15:30","WOOLNTH1","7/5/2025 15:25",31.540001
"7/5/2025 15:30","YAMBUKWF","7/5/2025 15:25",0
"7/5/2025 15:30","YSWF1","7/5/2025 15:25",14.2
"7/5/2025 15:35","BARCSF1","7/5/2025 15:30",15.1
"7/5/2025 15:35","BUTLERSG","7/5/2025 15:30",7.499999
"7/5/2025 15:35","BWTR1","7/5/2025 15:30",-13.94704
"7/5/2025 15:35","CAPTL_WF","7/5/2025 15:30",0
"7/5/2025 15:35","CHALLHWF","7/5/2025 15:30",33.400002
"7/5/2025 15:35","CLOVER","7/5/2025 15:30",0
"7/5/2025 15:35","CLUNY","7/5/2025 15:30",6.21973
"7/5/2025 15:35","CONDONG1","7/5/2025 15:30",12.29
"7/5/2025 15:35","CULLRGWF","7/5/2025 15:30",-0.05
"7/5/2025 15:35","DIAPURWF1","7/5/2025 15:30",5.3
"7/5/2025 15:35","ERGT01","7/5/2025 15:30",0
"7/5/2025 15:35","GB01","7/5/2025 15:30",0
"7/5/2025 15:35","GERMCRK","7/5/2025 15:30",14.939
"7/5/2025 15:35","GRIFSF1","7/5/2025 15:30",0.59968
"7/5/2025 15:35","HUGSF1","7/5/2025 15:30",9.2
"7/5/2025 15:35","KEPBG1","7/5/2025 15:30",0
"7/5/2025 15:35","LRSF1","7/5/2025 15:30",10.1
"7/5/2025 15:35","MBAHNTH","7/5/2025 15:30",17.700001
"7/5/2025 15:35","MLSP1","7/5/2025 15:30",0.566
"7/5/2025 15:35","MLWF1","7/5/2025 15:30",14.52
"7/5/2025 15:35","PALOONA","7/5/2025 15:30",9.889999
"7/5/2025 15:35","PIONEER","7/5/2025 15:30",35.5
"7/5/2025 15:35","PORTWF","7/5/2025 15:30",38.299999
"7/5/2025 15:35","REPULSE","7/5/2025 15:30",8.50782
"7/5/2025 15:35","ROWALLAN","7/5/2025 15:30",-0.005966
"7/5/2025 15:35","ROYALLA1","7/5/2025 15:30",1.242
"7/5/2025 15:35","RPCG","7/5/2025 15:30",-0.6
"7/5/2025 15:35","RUBICON","7/5/2025 15:30",0.315
"7/5/2025 15:35","SHOAL1","7/5/2025 15:30",42.139999
"7/5/2025 15:35","TULLYSM1","7/5/2025 15:30",10
"7/5/2025 15:35","WAUBRAWF","7/5/2025 15:30",182.091995
"7/5/2025 15:35","WNSF1","7/5/2025 15:30",0
"7/5/2025 15:35","WOOLNTH1","7/5/2025 15:30",30.66
"7/5/2025 15:35","YAMBUKWF","7/5/2025 15:30",0
"7/5/2025 15:35","YSWF1","7/5/2025 15:30",13.4
"7/5/2025 15:40","BARCSF1","7/5/2025 15:35",14.9
"7/5/2025 15:40","BUTLERSG","7/5/2025 15:35",7.599998
"7/5/2025 15:40","BWTR1","7/5/2025 15:35",-13.94704
"7/5/2025 15:40","CAPTL_WF","7/5/2025 15:35",0
"7/5/2025 15:40","CHALLHWF","7/5/2025 15:35",33.200001
"7/5/2025 15:40","CLOVER","7/5/2025 15:35",0
"7/5/2025 15:40","CLUNY","7/5/2025 15:35",6.252689
"7/5/2025 15:40","CONDONG1","7/5/2025 15:35",11.94
"7/5/2025 15:40","CULLRGWF","7/5/2025 15:35",-0.05
"7/5/2025 15:40","DIAPURWF1","7/5/2025 15:35",5.3
"7/5/2025 15:40","ERGT01","7/5/2025 15:35",0
"7/5/2025 15:40","GB01","7/5/2025 15:35",0
"7/5/2025 15:40","GRIFSF1","7/5/2025 15:35",0.59968
"7/5/2025 15:40","HUGSF1","7/5/2025 15:35",11.5
"7/5/2025 15:40","KEPBG1","7/5/2025 15:35",0
"7/5/2025 15:40","LRSF1","7/5/2025 15:35",10.1
"7/5/2025 15:40","MBAHNTH","7/5/2025 15:35",19.6
"7/5/2025 15:40","MLSP1","7/5/2025 15:35",0.516
"7/5/2025 15:40","MLWF1","7/5/2025 15:35",15.780001
"7/5/2025 15:40","PALOONA","7/5/2025 15:35",9.91
"7/5/2025 15:40","PIONEER","7/5/2025 15:35",35.299999
"7/5/2025 15:40","PORTWF","7/5/2025 15:35",34.900002
"7/5/2025 15:40","REPULSE","7/5/2025 15:35",8.737316
"7/5/2025 15:40","ROWALLAN","7/5/2025 15:35",-0.00856
"7/5/2025 15:40","ROYALLA1","7/5/2025 15:35",1.127
"7/5/2025 15:40","RPCG","7/5/2025 15:35",-0.6
"7/5/2025 15:40","RUBICON","7/5/2025 15:35",0.18
"7/5/2025 15:40","SHOAL1","7/5/2025 15:35",42.330002
"7/5/2025 15:40","TULLYSM1","7/5/2025 15:35",10
"7/5/2025 15:40","WAUBRAWF","7/5/2025 15:35",180.378998
"7/5/2025 15:40","WNSF1","7/5/2025 15:35",0
"7/5/2025 15:40","WOOLNTH1","7/5/2025 15:35",32.259998
"7/5/2025 15:40","YAMBUKWF","7/5/2025 15:35",0
"7/5/2025 15:40","YSWF1","7/5/2025 15:35",12.4
"7/5/2025 15:45","BARCSF1","7/5/2025 15:40",14.7
"7/5/2025 15:45","BUTLERSG","7/5/2025 15:40",7.499999
"7/5/2025 15:45","BWTR1","7/5/2025 15:40",-13.54692
"7/5/2025 15:45","CAPTL_WF","7/5/2025 15:40",0
"7/5/2025 15:45","CHALLHWF","7/5/2025 15:40",32
"7/5/2025 15:45","CLOVER","7/5/2025 15:40",0
"7/5/2025 15:45","CLUNY","7/5/2025 15:40",6.305791
"7/5/2025 15:45","CONDONG1","7/5/2025 15:40",11.91
"7/5/2025 15:45","CULLRGWF","7/5/2025 15:40",-0.06
"7/5/2025 15:45","DIAPURWF1","7/5/2025 15:40",5.3
"7/5/2025 15:45","ERGT01","7/5/2025 15:40",0
"7/5/2025 15:45","GB01","7/5/2025 15:40",0
"7/5/2025 15:45","GRIFSF1","7/5/2025 15:40",0.999466
"7/5/2025 15:45","HUGSF1","7/5/2025 15:40",10.4
"7/5/2025 15:45","KEPBG1","7/5/2025 15:40",0
"7/5/2025 15:45","LRSF1","7/5/2025 15:40",10.1
"7/5/2025 15:45","MBAHNTH","7/5/2025 15:40",19.6
"7/5/2025 15:45","MLSP1","7/5/2025 15:40",0.566
"7/5/2025 15:45","MLWF1","7/5/2025 15:40",15.96
"7/5/2025 15:45","PALOONA","7/5/2025 15:40",49.400000000000006
"7/5/2025 15:45","PIONEER","7/5/2025 15:40",37.900002
"7/5/2025 15:45","PORTWF","7/5/2025 15:40",34.099998
"7/5/2025 15:45","REPULSE","7/5/2025 15:40",8.635996
"7/5/2025 15:45","ROWALLAN","7/5/2025 15:40",-0.006485
"7/5/2025 15:45","ROYALLA1","7/5/2025 15:40",0.963
"7/5/2025 15:45","RPCG","7/5/2025 15:40",-0.6
"7/5/2025 15:45","RUBICON","7/5/2025 15:40",0.18
"7/5/2025 15:45","SHOAL1","7/5/2025 15:40",42.02
"7/5/2025 15:45","TULLYSM1","7/5/2025 15:40",10
"7/5/2025 15:45","WAUBRAWF","7/5/2025 15:40",182.182999
"7/5/2025 15:45","WNSF1","7/5/2025 15:40",0
"7/5/2025 15:45","WOOLNTH1","7/5/2025 15:40",34.400002
"7/5/2025 15:45","YAMBUKWF","7/5/2025 15:40",-0.1
"7/5/2025 15:45","YSWF1","7/5/2025 15:40",11.7
"7/5/2025 15:50","BARCSF1","7/5/2025 15:45",14.7
"7/5/2025 15:50","BUTLERSG","7/5/2025 15:45",7.499999
"7/5/2025 15:50","BWTR1","7/5/2025 15:45",-13.26112
"7/5/2025 15:50","CAPTL_WF","7/5/2025 15:45",0
"7/5/2025 15:50","CHALLHWF","7/5/2025 15:45",29.9
"7/5/2025 15:50","CLOVER","7/5/2025 15:45",0
"7/5/2025 15:50","CLUNY","7/5/2025 15:45",6.248112
"7/5/2025 15:50","CONDONG1","7/5/2025 15:45",12.26
"7/5/2025 15:50","CULLRGWF","7/5/2025 15:45",-0.02
"7/5/2025 15:50","DIAPURWF1","7/5/2025 15:45",5.3
"7/5/2025 15:50","ERGT01","7/5/2025 15:45",0
"7/5/2025 15:50","GB01","7/5/2025 15:45",0
"7/5/2025 15:50","GERMCRK","7/5/2025 15:45",14.148
"7/5/2025 15:50","GRIFSF1","7/5/2025 15:45",0.898756
"7/5/2025 15:50","HUGSF1","7/5/2025 15:45",7
"7/5/2025 15:50","KEPBG1","7/5/2025 15:45",0
"7/5/2025 15:50","LRSF1","7/5/2025 15:45",10
"7/5/2025 15:50","MBAHNTH","7/5/2025 15:45",19.6
"7/5/2025 15:50","MLSP1","7/5/2025 15:45",0.466
"7/5/2025 15:50","MLWF1","7/5/2025 15:45",17.1
"7/5/2025 15:50","PALOONA","7/5/2025 15:45",9.95
"7/5/2025 15:50","PIONEER","7/5/2025 15:45",42.599998
"7/5/2025 15:50","PORTWF","7/5/2025 15:45",35.5
"7/5/2025 15:50","REPULSE","7/5/2025 15:45",8.679942
"7/5/2025 15:50","ROWALLAN","7/5/2025 15:45",-0.006485
"7/5/2025 15:50","ROYALLA1","7/5/2025 15:45",0.954
"7/5/2025 15:50","RPCG","7/5/2025 15:45",-0.6
"7/5/2025 15:50","RUBICON","7/5/2025 15:45",0.315
"7/5/2025 15:50","SHOAL1","7/5/2025 15:45",42.16
"7/5/2025 15:50","TULLYSM1","7/5/2025 15:45",10
"7/5/2025 15:50","WAUBRAWF","7/5/2025 15:45",182.725006
"7/5/2025 15:50","WNSF1","7/5/2025 15:45",0
"7/5/2025 15:50","WOOLNTH1","7/5/2025 15:45",34.599998
"7/5/2025 15:50","YAMBUKWF","7/5/2025 15:45",-0.2
"7/5/2025 15:50","YSWF1","7/5/2025 15:45",9.1
"7/5/2025 15:55","BARCSF1","7/5/2025 15:50",14.5
"7/5/2025 15:55","BUTLERSG","7/5/2025 15:50",7.499999
"7/5/2025 15:55","BWTR1","7/5/2025 15:50",-15.09024
"7/5/2025 15:55","CAPTL_WF","7/5/2025 15:50",0
"7/5/2025 15:55","CHALLHWF","7/5/2025 15:50",29.299999
"7/5/2025 15:55","CLOVER","7/5/2025 15:50",0
"7/5/2025 15:55","CLUNY","7/5/2025 15:50",6.276494
"7/5/2025 15:55","CONDONG1","7/5/2025 15:50",12.06
"7/5/2025 15:55","CULLRGWF","7/5/2025 15:50",-0.05
"7/5/2025 15:55","DIAPURWF1","7/5/2025 15:50",5.3
"7/5/2025 15:55","ERGT01","7/5/2025 15:50",0
"7/5/2025 15:55","GB01","7/5/2025 15:50",0
"7/5/2025 15:55","GRIFSF1","7/5/2025 15:50",0.700389
"7/5/2025 15:55","HUGSF1","7/5/2025 15:50",8.9
"7/5/2025 15:55","KEPBG1","7/5/2025 15:50",0
"7/5/2025 15:55","LRSF1","7/5/2025 15:50",10
"7/5/2025 15:55","MBAHNTH","7/5/2025 15:50",19.5
"7/5/2025 15:55","MLSP1","7/5/2025 15:50",0.416
"7/5/2025 15:55","MLWF1","7/5/2025 15:50",15.345
"7/5/2025 15:55","PALOONA","7/5/2025 15:50",9.889999
"7/5/2025 15:55","PIONEER","7/5/2025 15:50",45.400002
"7/5/2025 15:55","PORTWF","7/5/2025 15:50",35.900002
"7/5/2025 15:55","REPULSE","7/5/2025 15:50",8.565194
"7/5/2025 15:55","ROWALLAN","7/5/2025 15:50",-0.006485
"7/5/2025 15:55","ROYALLA1","7/5/2025 15:50",0.706
"7/5/2025 15:55","RPCG","7/5/2025 15:50",-0.6
"7/5/2025 15:55","RUBICON","7/5/2025 15:50",0.315
"7/5/2025 15:55","SHOAL1","7/5/2025 15:50",41.889999
"7/5/2025 15:55","TULLYSM1","7/5/2025 15:50",10.1
"7/5/2025 15:55","WAUBRAWF","7/5/2025 15:50",181.207993
"7/5/2025 15:55","WNSF1","7/5/2025 15:50",0
"7/5/2025 15:55","WOOLNTH1","7/5/2025 15:50",35.25
"7/5/2025 15:55","YAMBUKWF","7/5/2025 15:50",-0.2
