"Time","Source","Destination","Protocol","Length"
27.044599186,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
27.048519925,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
27.048527328,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
27.048528561,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
27.053110099,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
27.053117432,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
27.05311904,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
27.057614767,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
27.057621382,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
27.057622875,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
27.067119572,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
27.067126617,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
27.067127349,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
27.06712777,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
27.067128047,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
27.067128392,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
27.067323314,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
27.067327999,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
27.067328671,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
27.067329116,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
27.067691235,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
27.366525088,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
27.366536508,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
27.366538539,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
27.375121115,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
27.375130554,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
27.375132215,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
27.383192861,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
27.384425932,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
27.384430597,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
27.390959171,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
27.394394874,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
27.394401426,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
27.399338897,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
27.399342588,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
27.399342987,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
27.404122361,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
27.404126608,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
27.404127193,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
27.407581529,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
27.407585098,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
27.407585486,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
27.411278738,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
27.411281734,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
27.411282498,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
27.414002096,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
27.414304891,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
27.41430732,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
27.417622749,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
27.417625653,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
27.417626302,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
28.076380013,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
28.076990586,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
28.076997124,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
28.085411084,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
28.085417482,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
28.085418598,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
28.09583452,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
28.095845311,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
28.095846641,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
28.095847519,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
28.095848572,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
28.095850028,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
28.100382373,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
28.100392503,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
28.100394421,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
28.10491352,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
28.104922074,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
28.104923403,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
28.108075067,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
28.108087906,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
28.108088509,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
28.108089564,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
28.108090098,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
28.423537503,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
28.423545962,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
28.423546585,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
28.428227355,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
28.42823524,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
28.428574532,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
28.453777591,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
28.453784516,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
28.453785099,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
28.453785476,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
28.453785782,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
28.453786284,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
28.453787163,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
28.453787566,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
28.453788074,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
28.453788466,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
28.453788799,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
28.453789141,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
28.454224851,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
28.454227567,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
28.454228536,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
28.457960296,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
28.457963683,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
28.457964423,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
28.460615006,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
28.460616759,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
28.460617351,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
28.464003485,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
28.464005552,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
28.464005881,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
29.116246093,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
29.116255271,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
29.116256701,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
29.124539417,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
29.124548033,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
29.124549534,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
29.134342101,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
29.134354098,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
29.135000546,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
29.139824058,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
29.139828244,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
29.139828799,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
29.146163124,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
29.146171117,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
29.14617191,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
29.149694203,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
29.149699746,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
29.149700324,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
29.152826122,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
29.152830304,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
29.152967081,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
29.154289785,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
29.154292764,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
29.469869799,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
29.469878883,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
29.469880019,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
29.473822726,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
29.473829364,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
29.473830403,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
29.476371702,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
29.476376794,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
29.477912571,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
29.481093502,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
29.481098459,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
29.481099702,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
29.487679742,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
29.487687794,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
29.487689221,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
29.495043589,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
29.495051587,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
29.49505265,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
29.501525846,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
29.501534304,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
29.501534818,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
29.506142858,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
29.506149278,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
29.506149815,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
29.509234366,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
29.50923958,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
29.509240063,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
29.513038214,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
29.51330969,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
29.513312405,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
30.164268482,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
30.164277757,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
30.164278693,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
30.17561749,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
30.177074817,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
30.178109779,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
30.187665355,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
30.187669793,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
30.187670946,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
30.19431217,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
30.194319514,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
30.194319979,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
30.20036971,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
30.200376318,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
30.200376752,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
30.204999685,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
30.205004217,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
30.205004603,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
30.208552148,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
30.208555544,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
30.209128296,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
30.21065459,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
30.210657279,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
30.523203455,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
30.523211717,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
30.523213104,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
30.53241437,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
30.532420249,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
30.532421262,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
30.540205955,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
30.540210893,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
30.540211811,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
30.552325944,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
30.55233576,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
30.552336869,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
30.55803099,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
30.558549756,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
30.558552937,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
30.566786044,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
30.567781199,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
30.567785897,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
30.575903918,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
30.575910113,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
30.575911038,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
30.581150585,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
30.5811573,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
30.581157803,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
30.584131332,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
30.584137708,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
30.584138105,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
30.587804807,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
30.587808284,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
30.58780875,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
31.268211165,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
31.268217761,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
31.268218142,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
31.26821854,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
31.268218868,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
31.268219183,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
31.268219813,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
31.268220257,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
31.268220646,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
31.268220927,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
31.268221223,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
31.268221597,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
31.268221905,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
31.268222832,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
31.268223746,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
31.268224557,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
31.268225815,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
31.268226179,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
31.268226659,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
31.268226973,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
31.268227387,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
31.268227876,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
31.268228437,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
31.591558839,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
31.59220512,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
31.592210342,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
31.595209636,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
31.595214948,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
31.595216441,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
31.598662448,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
31.59866773,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
31.598669003,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
31.601992147,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
31.601997579,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
31.60199922,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
31.607399187,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
31.6074047,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
31.607406039,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
31.613137109,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
31.613142619,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
31.613143895,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
31.622987048,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
31.623783086,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
31.62378784,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
31.631079063,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
31.63136481,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
31.631569474,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
31.634504133,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
31.634827657,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
31.634830925,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
31.63833335,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
31.638715562,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
31.638718948,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
32.254634156,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
32.256278284,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
32.25628356,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
32.266645998,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
32.266655955,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
32.266657258,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
32.274691435,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
32.275319027,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
32.27582126,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
32.288116441,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
32.288124653,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
32.288125034,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
32.291710725,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
32.291715403,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
32.291716481,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
32.295626896,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
32.295629967,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
32.295630714,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
32.299566569,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
32.299570316,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
32.29978926,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
32.301089684,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
32.301443711,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
32.64900121,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
32.649010381,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
32.649011333,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
32.65827123,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
32.658277959,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
32.658279092,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
32.667183975,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
32.667192822,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
32.667193797,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
32.677480311,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
32.678450718,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
32.678452759,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
32.682389577,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
32.682393454,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
32.682393974,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
32.685603901,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
32.685607756,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
32.685608093,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
32.689436566,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
32.689439132,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
32.68943979,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
32.693015965,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
32.693018554,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
32.693019498,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
32.695569411,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
32.69557251,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
32.695572893,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
32.698708401,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
32.698711358,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",146
32.698711785,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",200
33.30556452,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",149
33.305899203,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",146
33.306355332,"ipcas_21:73:23","IecTc57_01:00:01","GOOSE",200
33.309444772,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",149
33.309861298,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",146
33.310281477,"ipcas_21:73:22","IecTc57_01:00:01","GOOSE",198
33.313531344,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",149
33.317512148,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",146
33.317518926,"ipcas_21:73:21","IecTc57_01:00:01","GOOSE",198
33.321849053,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",149
33.321853137,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",146
33.321853491,"ipcas_21:73:20","IecTc57_01:00:01","GOOSE",198
33.329211428,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",149
33.332246555,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",146
33.332251967,"ipcas_21:73:19","IecTc57_01:00:01","GOOSE",192
33.338239786,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",149
33.338245967,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",146
33.338246599,"ipcas_21:73:18","IecTc57_01:00:01","GOOSE",198
33.341858253,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",149
33.341863898,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",146
33.341864818,"ipcas_21:73:17","IecTc57_01:00:01","GOOSE",198
33.342901194,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",131
33.342903971,"ipcas_21:73:16","IecTc57_01:00:01","GOOSE",166
33.709297929,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",149
33.70930735,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",146
33.709308486,"ipcas_21:73:33","IecTc57_01:00:01","GOOSE",203
33.721056858,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",149
33.721067272,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",146
33.721069026,"ipcas_21:73:32","IecTc57_01:00:01","GOOSE",203
33.727904606,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",149
33.727908265,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",146
33.727909211,"ipcas_21:73:31","IecTc57_01:00:01","GOOSE",203
33.733168726,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",149
33.733264865,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",146
33.733266179,"ipcas_21:73:30","IecTc57_01:00:01","GOOSE",203
33.736899169,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",149
33.736903388,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",146
33.736904252,"ipcas_21:73:29","IecTc57_01:00:01","GOOSE",203
33.740525322,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",149
33.740609072,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",146
33.741134437,"ipcas_21:73:28","IecTc57_01:00:01","GOOSE",203
33.744780099,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
33.744783485,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",149
33.744784007,"ipcas_21:73:27","IecTc57_01:00:01","GOOSE",206
33.748792177,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
33.748795887,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",149
33.748796958,"ipcas_21:73:26","IecTc57_01:00:01","GOOSE",206
33.751644609,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",152
33.751647605,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",143
33.751648181,"ipcas_21:73:25","IecTc57_01:00:01","GOOSE",191
33.754757822,"ipcas_21:73:24","IecTc57_01:00:01","GOOSE",149
